clause_text,clause_type
"Complete Agreement. This Agreement, including any schedules or exhibits hereto, together with the Articles and the Equityholders Agreement, constitutes the complete and exclusive agreement and understanding of the Member with respect to the subject matter contained herein. This Agreement and the Articles replace and supersede all prior agreements, negotiations, statements, memoranda and understandings, whether written or oral, of the Member, except that this Agreement is subject to the provisions set forth in the Equityholders Agreement.",complete-agreement
"Complete Agreement. This Agreement, including Exhibit A and Exhibit B, constitutes the entire agreement between Executive and the Company, and is the complete, final, and exclusive embodiment of their agreement with regard to severance benefits to Executive in the event of employment termination, wholly superseding all written and oral agreements with respect to severance benefits to Executive in the event of employment termination. It is entered into without reliance on any promise or representation other than those expressly contained herein. Notwithstanding anything herein to the contrary, this Agreement shall not supersede any indemnification agreement between Executive and the Company.",complete-agreement
"Complete Agreement. This Agreement constitutes the complete and exclusive statement of the agreement among the Members. It supersedes all prior written and oral statements, including any prior representation, statement, condition, or warranty. Except as expressly provided otherwise herein, this Agreement may not be amended without the written consent of all of the Members.",complete-agreement
"Complete Agreement. There are no representations, warranties, agreements, arrangements or understandings, oral or written, between the parties or their representatives relating to the subject matter of this Sublease which are not fully expressed in this Sublease. This Sublease cannot be changed or terminated nor may any of its provisions be waived orally or in any manner other than by a written agreement executed by both parties.",complete-agreement
"Complete Agreement. This Agreement constitutes and contains the entire agreement and final understanding concerning Employee's employment with the Company and the other subject matters addressed herein between the parties. It is intended by the parties as a complete and exclusive statement of the terms of their agreement. It supersedes and replaces all prior negotiations and all agreements proposed or otherwise, whether written or oral, concerning the subject matter hereof. Any representation, promise or agreement not specifically included in this Agreement shall not be binding upon or enforceable against either party. This is a fully integrated agreement.",complete-agreement
"Complete Agreement. This Agreement contains the complete agreement concerning the employment arrangement between the parties hereto and shall, as of the effective date hereof, supersede all other agreements between the parties. The parties hereto stipulate that neither of them has made any representation with respect to the subject matter of this Agreement or any representations including the execution and delivery hereof, except such representations as are specifically set forth herein and each of the parties hereto acknowledges that he or it has relied on his or its own judgment in entering into this Agreement. The parties hereto further acknowledge that any payments or representations that may have heretofore been made by either of them to the other are of no effect and that neither of them has relied thereon in connection with his or its dealings with the other.",complete-agreement
Complete Agreement. This Agreement contains the complete understandings of the parties in relation to the subject matter hereof. This Agreement may only be amended by the affirmative vote of three-fourths of the Plans and three-fourths of the total then current weighted vote of all the Plans as officially recorded by the BCBSA Corporate Secretary.,complete-agreement
Complete Agreement. This Agreement constitutes the entire agreement between the parties and cancels and supersedes all other agreements between the parties which may have related to the subject matter contained in this Agreement.,complete-agreement
"Complete Agreement. This Agreement represents the complete understanding between the Parties, and any prior agreements, or representations, whether written or verbal, are hereby superseded. This Agreement may subsequently be amended only by written instrument signed by the Parties hereto, unless provided otherwise within the terms and conditions of this Agreement.",complete-agreement
"Complete Agreement. This Agreement and its Exhibits, constitute the entire agreement between Executive and the Company and it is the complete, final, and exclusive embodiment of his agreement with regard to the material terms of executive employment, compensation, and duration. It is entered into without reliance on any promise or representation other than those expressly contained herein, and it cannot be modified or amended except in a writing signed by Executive and an officer of the Company.",complete-agreement
"Complete Agreement. This Agreement, together with the exhibits hereto, the Disclosure Statement, and the other Loan Documents is intended by the parties hereto as a final expression of their agreement and is intended as a complete statement of the terms and conditions of their agreement with respect to the subject matter of this Agreement.",complete-agreement
"Complete Agreement. This Agreement contains the entire agreement between the parties hereto with respect to the contents hereof and supersedes all prior agreements and understandings between the parties with respect to such matters, whether written or oral. Neither this Agreement nor any term or provision hereof may be changed, waived, discharged or amended in any manner other than by an instrument in writing, signed by the party against which the enforcement of the change, waiver, discharge or amendment is sought.",complete-agreement
"Complete Agreement. This Agreement supersedes any and all of the other agreements, either oral or in writing, between the Parties with respect to the subject matter hereof and contains all of the covenants and agreements between the parties with respect to such subject matter in any manner whatsoever. Each party to this Agreement acknowledges that no representations, inducements, promises or agreements, oral or otherwise, have been made by any party, or anyone herein, and that no other agreement, statement or promise not contained in this Agreement shall be valid or binding. This Agreement may be changed or amended only by an amendment in writing signed by all of the Parties or their respective successors-in-interest.",complete-agreement
"Complete Agreement. This Agreement embodies the complete agreement and understanding between the parties with respect to the subject matter hereof and effective as of its date supersedes and preempts any prior understandings, agreements or representations by or between the parties, written or oral, that may have related to the subject matter hereof in any way, including, but not limited to, any prior agreements with respect to Executive’s employment or termination of employment with the Company.",complete-agreement
"Complete Agreement. This Agreement, including Exhibit A, constitutes the entire agreement between Employee and the Company and it is the complete, final, and exclusive embodiment of their agreement with regard to this subject matter. This Agreement supersedes and replaces the Prior Agreement in its entirety and the Prior Agreement shall have no further force or effect. It is entered into without reliance on any promise or representation other than those expressly contained herein, and it cannot be modified or amended except in a writing signed by the Employee and a duly authorized officer of the Company.",complete-agreement
"Complete Agreement. This instrument constitutes and contains the entire agreement and understanding concerning the Executive's employment and the other subject matters addressed herein between the parties, and supersedes and replaces all prior negotiations and all agreements proposed or otherwise, whether written or oral, concerning the subject matters hereof. This is an integrated document.",complete-agreement
"Complete Agreement. (a) This Agreement embodies the complete agreement and understanding between the parties with respect to the subject matter hereof and (b) this Agreement supersedes and preempts any prior understandings, agreements or representations by or between the Executive and AGNC, the Company and any of their subsidiaries, written or oral (including, without limitation, the Prior Agreement), which may have related to the subject matter hereof in any way.",complete-agreement
"Complete Agreement. This Agreement contains the entire Agreement and understanding between the parties relating to the subject matter hereof, and supersedes any prior understandings, agreements or representations by or between the parties, written or oral, relating to the subject matter hereof.",complete-agreement
"Complete Agreement. This Agreement contains the entire agreement of the parties relating to the subject matter hereof. This Agreement and its terms may not be changed orally but only by an agreement in writing signed by the party against whom enforcement of any waiver, change, modification, extension or discharge is sought.",complete-agreement
"Complete Agreement. This Agreement (including Exhibit A), and any other separate agreement relating to equity awards constitute the entire agreement between Executive and the Company with regard to the subject matter hereof and supersede any prior oral discussions or written communications and agreements, including the Prior Agreement and the CIC Agreement. This Agreement is entered into without reliance on any promise or representation other than those expressly contained herein, and it cannot be modified or amended except in writing signed by Executive and an authorized officer of the Company.",complete-agreement
"Complete Agreement. This Agreement constitutes the entire agreement between the parties with respect to its subject matter, and supersedes all other prior or contemporaneous agreements and understandings both oral or written; subject, however, that in the event of any conflict between this Agreement and the Plan, the Plan shall govern. This Agreement may only be amended in a writing signed by the Company and the Optionee.",complete-agreement
Complete Agreement. This written Intercreditor Agreement is intended by the parties as a final expression of their agreement and is intended as a complete statement of the terms and conditions of their agreement.,complete-agreement
"Complete Agreement. This Agreement and Schedules hereto contain the entire agreement between the parties hereto with respect to the transactions contemplated herein and, except as provided herein, supersede all previous oral and written and all contemporaneous oral negotiations, commitments, writings and understandings.",complete-agreement
"Complete Agreement. This Agreement, the exhibits and schedules hereto, and the other Transaction Documents contain or will contain the entire agreement between the parties hereto with respect to the transactions contemplated herein and therein and shall supersede all previous oral and written and all contemporaneous oral negotiations, commitments, and understandings.",complete-agreement
"Complete Agreement. This Agreement shall supersede and take the place of any and all previous agreements entered into and discussions between the parties with respect to the Property, and this Agreement contains the entire agreement of the parties with respect to the matters herein contained.",complete-agreement
"Complete Agreement. This Agreement constitutes the complete understanding and agreement among the parties with respect to the subject matter hereof and supersedes all prior agreements and understandings between the parties with respect to the subject matter hereof, other than any indemnification rights that Indemnitee may enjoy under the Certificate of Incorporation, the Bylaws, or the Delaware General Corporation Law.",complete-agreement
"Complete Agreement. This Agreement constitutes the complete agreement between the parties hereto and incorporates all prior discussions, agreements and representations made in regard to the matters set forth herein. This Agreement may not be amended, modified or changed except by a writing signed by the party to be charged by said amendment, change or modification.",complete-agreement
"Complete Agreement. This Agreement and the Contribution Agreement, as applicable, constitute the entire agreement of the parties with respect to the subject matter hereof and supersede all other understandings, oral or written, with respect to the subject matter hereof.",complete-agreement
"Complete Agreement. This Agreement, including its exhibits, constitutes the complete, final and exclusive embodiment of the entire agreement and understanding of the parties with regard to the subject matter hereof. It is entered into without reliance on any promise, warranty or representation other than those expressly contained herein, and it supersedes and replaces any and all prior or contemporaneous agreements, promises or representations between VaxGen and Executive, whether oral, written or implied, including but not limited to all previous employment agreements between the parties, whether signed or unsigned, and any amendments thereof. The terms of this Agreement and any changes in Executive’s employment terms (other than those employment terms expressly reserved to the Company’s or Board’s discretion in this Agreement), require a written amendment to the Agreement which is approved by the Board and signed by Executive and a duly authorized officer of the Company pursuant to authority expressly granted by the Board.",complete-agreement
"Complete Agreement. This Agreement contains the entire agreement among the parties hereto with respect to the subject matter hereof and supersedes and cancels any and all previous written or oral negotiations, commitments, understandings, agreements and any other writings or communications in respect of such subject matter.",complete-agreement
"Complete Agreement. This Agreement constitutes the entire agreement of the parties hereto with respect to the subject matter of this Agreement and supersedes any and all previous agreements between the parties, whether written or oral, with respect to such subject matter.",complete-agreement
"Complete Agreement. This Agreement contains the entire understanding of the parties with respect to the employment of Employee and supersedes all prior arrangements or understandings with respect thereto and all oral or written employment agreements or arrangements between the Company (and any of its subsidiaries) and Employee. This Agreement may not be altered or amended except by a writing, duly executed by the party against whom such alteration or amendment is sought to be enforced.",complete-agreement
"Complete Agreement. This Agreement and the Articles constitute the complete and exclusive statement of agreement among the Members with respect to the subject matter hereof. This Agreement and the Articles replace and supersede all prior agreements made by and among the Members or any of them. This Agreement and the Articles supersede all prior written and oral statements and no representation, statement, or condition or warranty not contained in this Agreement or the Articles will be binding on the Members or have any force or effect whatsoever. In the event of a direct conflict between the provisions of this Agreement and the mandatory provisions of the Act or the provisions of the Articles, such provisions of the Act or the Articles, as the case may be, will be controlling.",complete-agreement
"Complete Agreement. This Agreement and the other Finance Documents contain the complete agreement between the parties on the matters to which they relate and supersede all prior commitments, agreements and understandings, whether written or oral, on those matters.",complete-agreement
"Complete Agreement. This Agreement, the Confidentiality Agreement and the other documents and writings referred to herein or delivered pursuant hereto contain the entire understanding of the parties with respect to the subject matter hereof and thereof and supersede all prior agreements and understandings, both written and oral, between the parties with respect to the subject matter hereof and thereof. This Agreement shall be binding upon and shall inure to the benefit of the parties hereto and their respective successors and permitted assigns.",complete-agreement
Complete Agreement. This Agreement constitutes the complete and exclusive statement of the agreement regarding the management and governance of the Company and it affairs and replaces and supersedes all prior agreements regarding the management and governance of the Company and its affairs.,complete-agreement
"Complete Agreement. This instrument contains the entire agreement of the parties relating to the subject matter of this Agreement and supersedes and replaces all prior agreements and understandings with respect to such subject matter. The parties hereto have made no agreements, representations or warranties relating to the subject matter of this Agreement which are not set forth herein or incorporated by reference.",complete-agreement
"Complete Agreement. Except as otherwise explicitly provided herein, this Agreement constitutes the entire agreement among the Parties with respect to the subject matter hereof and supersedes all prior agreements, oral or written, among the Parties with respect thereto, other than any Confidentiality Agreement.",complete-agreement
"Complete Agreement. This Amendment sets forth the complete agreement of the parties in respect of any amendment to any of the provisions of any Loan Document or any waiver thereof. The execution, delivery and effectiveness of this Amendment do not constitute a waiver of any Default or Event of Default, amend or modify any provision of any Loan Document except as expressly set forth herein or constitute a course of dealing or any other basis for altering the Obligations of any Loan Party.",complete-agreement
"Complete Agreement. Except as otherwise set forth in this Agreement, this Agreement and the exhibits hereto shall constitute the entire agreement between the parties hereto with respect to the subject matter hereof and shall supersede all prior agreements and understandings, whether written or oral, between the parties with respect to such subject matter.",complete-agreement
Complete Agreement. This Agreement contains the complete understandings of the parties in relation to the subject matter hereof. This Agreement may only be amended by a writing executed by all parties.,complete-agreement
"Complete Agreement. The provisions of this Agreement constitute the entire and complete understanding and agreement between the parties with respect to the subject matter hereof, and supersedes all prior and contemporaneous oral and written agreements, representations and understandings of the parties, which are hereby terminated. Other than expressly set forth herein, the Executive and Company acknowledge and represent that there are no other promises, terms, conditions or representations (or written) regarding any matter relevant hereto. This Agreement may be executed in two or more counterparts.",complete-agreement
"Complete Agreement. The parties agree that this Agreement is the complete and exclusive statement of the agreement between the parties, which supersedes and merges all prior proposals, understandings and other agreements, oral or written, between the parties relating to this Agreement.",complete-agreement
"Complete Agreement. There are no oral agreements between Landlord and Tenant affecting this Lease, and this Lease supersedes and cancels any and all previous negotiations, arrangements, brochures, agreements and understandings, if any, between Landlord and Tenant or displayed by Landlord to Tenant with respect to the subject matter of this Lease or the Building. There are no representations between Landlord and Tenant other than those contained in this Lease and all reliance with respect to any representations is solely upon such representations.",complete-agreement
"Complete Agreement. This Agreement comprises the entire agreement between the parties regarding the subject matter, and supersedes any proposals, communications or advertising, oral or written, with respect to the software or subject matter of this Agreement. You shall be bound by any and all clauses of the Agreement updated and displayed on the website of MSS at www.maxpcsecure.com/eula.htm from time to time. The Agreement displayed on the website will be the finally concluded and binding agreement between you and MSS for all legal purposes which include your each activation, reactivation, and renewal of this software. In case of any dispute/queries arising out of any translated versions of this Agreement, MSS hereby expressly specifies and confirms that the English version as displayed on the website will be final for interpretation and the terms used, meaning conveyed in the English version will be authoritative and binding. Any waiver by either party of any violation of any provision of this Agreement by the other party will not be deemed to waive any other violation of the same or any other provision.",complete-agreement
"Complete Agreement. This Agreement embodies the complete agreement and understanding among the parties and supersedes and preempts any prior understandings, agreements or representations by or among the parties, written or oral, which may have related to the subject matter hereof in any way. Without limiting the foregoing, all existing stock option agreements between the Company and/or the Company's existing stockholders and Executive are hereby cancelled and terminated.",complete-agreement
"Complete Agreement. Each Order Form (a) is a separate agreement and is deemed to incorporate this Agreement, unless otherwise expressly provided in that Order Form; (b) constitutes the exclusive terms and conditions with respect to the subject matter of that Order Form, notwithstanding any different or additional terms that may be contained in the form of purchase order or other document used by Client to place orders or otherwise effect transactions under this Agreement; and (c) represents the final, complete and exclusive statement of the agreement between the parties with respect thereto, notwithstanding any prior written agreements or prior and contemporaneous oral agreements with respect to the subject matter of the Order Form. In the event of any conflict between this Agreement, any Order Form and any end user license agreement for Software, this Agreement will take precedence unless otherwise expressly provided in the Order Form. Notwithstanding any provision to the contrary in this Agreement, any applicable end user license agreement will be governed by the laws of the State of New York and of the United States, without regard to any conflict of laws provisions. Any claim relating to the provision of the Services by Red Hat, its Affiliates or their respective personnel will be made against Red Hat alone.",complete-agreement
"Complete Agreement. This Agreement embodies all of the understandings and obligations between the Parties with respect to the subject matter hereof and supersedes any prior or contemporaneous agreements and understandings, whether written or oral, between the Parties with respect to the subject matter hereof. Any amendments or supplements to this Agreement shall not be valid unless executed in writing by duly authorized officers of both parties.",complete-agreement
"Complete Agreement. This agreement (including any exhibits and any documents incorporated into this agreement by reference) contains the entire agreement among the parties and supersedes any prior agreements, negotiations, representations, or discussions among them with respect to the subject matter of this agreement. No additions or other changes to this agreement shall be binding upon either party unless made in writing and signed by both parties.",complete-agreement
"Complete Agreement. This Agreement, exhibits and the annexes hereto, represent the entire agreement between the Parties with respect to the subject matter hereof and supersede all prior agreements, oral or written, between the Parties with respect thereto. No claim of waiver, consent, or acquiescence with respect to any provision of this Agreement, exhibits, and annexes hereto shall be made against any Party, except on the basis of a written instrument executed by or on behalf of such Party.",complete-agreement
Complete Agreement. This Agreement represents the entire agreement between the parties concerning the subject hereof and supersedes all prior agreements and arrangements between the parties concerning the subject thereof.,complete-agreement
"Complete Agreement. This Agreement constitutes the entire agreement among the Parties with respect to the subject matter hereof and supersedes all prior agreements, oral, or written, among the Parties with respect thereto.",complete-agreement
Complete Agreement. The Schedules and Exhibits to this Agreement shall be construed as an integral part of this Agreement to the same extent as if they had been set forth verbatim herein. This Agreement and the Schedules and Exhibits hereto constitute the entire agreement between the parties hereto with respect to the subject matters hereof and thereof and supersede all prior agreements whether written or oral relating hereto.,complete-agreement
"Complete Agreement. 20.1.This agreement and its Appendices shall constitute the entire agreement between Delaware and Vendor with respect to the subject matter of this Agreement and shall not be modified or changed without the express written consent of the parties. The provisions of this agreement supersede all prior oral and written quotations, communications, agreements and understandings of the parties with respect to the subject matter of this Agreement.",complete-agreement
"Complete Agreement. This Agreement constitutes the entire agreement between the Parties with respect to the subject matter addressed, and supersedes and replaces all prior or contemporaneous understandings or agreements, written or oral, between the Parties or any of their affiliates regarding this subject matter. No amendment to or modification of this Agreement will be binding unless in writing and signed by a duly authorized representative of each of the Parties.",complete-agreement
"Complete Agreement. The parties acknowledge this contract is complete in itself and sets forth all the terms and conditions of the agreement between the parties hereto. Therefore, during the life of this contract neither party shall be required to bargain on personnel or other matters under the discretion of the University and not covered by this Agreement.",complete-agreement
"Complete Agreement. This Agreement, including the Schedules and Annexes hereto, constitutes the complete agreement between the signatories to this Agreement with respect to the subject matter hereof and supersedes all prior and contemporaneous negotiations, agreements and understandings with respect to the subject matter hereof. The provisions of this Agreement shall be interpreted in a reasonable manner to effect the intent of the signatories to this Agreement.",complete-agreement
"Complete Agreement. THIS AGREEMENT AND THE OTHER LOAN PAPERS COLLECTIVELY REPRESENT THE FINAL AGREEMENT BY AND AMONG BANKS, ADMINISTRATIVE AGENT AND BORROWER AND MAY NOT BE CONTRADICTED BY EVIDENCE OF PRIOR, CONTEMPORANEOUS, OR SUBSEQUENT ORAL AGREEMENTS OF BANKS, ADMINISTRATIVE AGENT AND BORROWER. THERE ARE NO UNWRITTEN ORAL AGREEMENTS BETWEEN OR AMONG BANKS, ADMINISTRATIVE AGENT AND BORROWER.",complete-agreement
"Complete Agreement. This Agreement, including the Exhibits and Disclosure Schedules hereto and the documents and other writings referred to herein or therein or delivered pursuant hereto, and the Confidentiality Agreement, referred to in Section 12.1, contains the entire agreement and understanding of the parties with respect to its subject matter. There are no restrictions, agreements, promises, warranties, covenants or undertakings between the parties other than those expressly set forth herein or therein. This Agreement supersedes all prior agreements and understandings (other than the Confidentiality Agreement referred to in Section 12.1) between the parties, both written and oral, with respect to its subject matter. None of the parties to this Agreement has entered into this Agreement in reliance on any representation by any other party or any other person, except as expressly set forth in this Agreement.",complete-agreement
"Complete Agreement. This Agreement and the Articles of Organization constitute the complete and exclusive statement of agreement among the Members and replace and supersede all prior written and oral agreements among the Members. To the extent that any provision of the Articles of Organization conflict with any provision of this agreement, the Articles of Organization shall control.",complete-agreement
"Complete Agreement. This Agreement, including Attachment A, contains the complete agreement and understanding between the parties and supersedes and preempts any prior understanding, agreement or representation by or between the parties, written or oral.",complete-agreement
"Complete Agreement. Pursuant to their statutory obligations to bargain in good faith, the Employer and the Union have met in full and free discussion concerning matters in “employment relations” as defined by ORS 243.650(7). This Contract incorporates the sole and complete agreement between the Employer and the Union resulting from these negotiations. The Union agrees that the Employer has no further obligation during the term of this Agreement to bargain wages, hours, or working conditions except as specified below. The Employer agrees that during the term of this Agreement it may not unilaterally change employee wages or hours. “Working conditions” established by a specific provision of this Agreement may not be unilaterally changed. Other “working conditions” not covered by this Agreement may only be changed pursuant to the restrictions and procedures in Section 2.",complete-agreement
Complete Agreement. This Agreement and the exhibits hereto constitute the complete and exclusive statement of the agreement regarding the operation of the Company and replace and supersede all prior agreements regarding the operation of the Company.,complete-agreement
Complete Agreement. This Amendment sets forth the complete agreement of the parties in respect of any amendment to any of the provisions of any Loan Document.,complete-agreement
"Complete Agreement. This Agreement and the Articles constitute the complete and exclusive statement of agreement among the Members with respect to the subject matter herein and therein and replace and supersede all prior written and oral agreements among the Members. To the extent that any provision of the Articles conflict with any provision of this Agreement, this Agreement shall control.",complete-agreement
"Complete Agreement. This agreement contains the entire agreement between the parties hereto with respect to the matters covered herein. No other agreements, representations, warranties or other matters, oral or written, purportedly agreed to or represented by or on behalf of Consultant by any of its employees or agents, or contained in any sales materials or brochures, shall be deemed to bind the parties hereto with respect to the subject matter hereof.",complete-agreement
"Complete Agreement. This agreement constitutes the entire agreement between the parties and supersedes all agreements representations, warranties, statements, promises, and understandings, whether oral or written, with respect to the subject matter, and neither party shall be bound by any oral or written agreements, representations, warranties, statements, promises, or understandings not specifically set forth in this Agreement.",complete-agreement
"Complete Agreement. This Agreement and the Plan constitute the parties’ entire agreement with respect to the subject matter hereof and supersede all agreements, representations, warranties, statements, promises and understandings, whether oral or written, with respect to the subject matter hereof.",complete-agreement
"Complete Agreement. Except for the existing Stock Option Agreements between the Company and Executive, which shall continue in full force and effect, this Agreement contains the complete agreement and understanding concerning the employment arrangement between the parties and will supersede all other agreements, understandings or commitments between the parties as to such subject matter. The parties agree that neither of them has made any representations concerning the subject matter of this Agreement except such representations as are specifically set forth herein. The parties agree that, except as specifically contemplated by this Agreement, this Agreement supersedes any other agreement, plan or arrangement that may now exist that may otherwise apply to or include Executive regarding employment, compensation, bonus, severance or retention benefits, that any such agreements, plans or arrangements are hereby terminated with respect to Executive and that none of the Company nor any affiliate of the Company will have any liability or obligation to Executive, his heirs, successors or beneficiaries with respect to the existence or termination of any such agreements, plans or arrangements, notwithstanding the terms of any of them.",complete-agreement
