clause_text,clause_type
"Transfer. Section 7 is hereby amended to read in its entirety as follows: Except as stated under Section 6(b)(ii), in this Section 7, and Part 5(b) of the Schedule, neither Party A nor Party B is permitted to assign, novate or transfer (whether by way of security or otherwise) as a whole or in part any of its rights, obligations or interests under this Agreement or any Transaction without the prior written consent of the other party; provided, however, that (i) Party A may make such a transfer of this Agreement pursuant to a consolidation or amalgamation with, or merger with or into, or transfer of substantially all of its assets to, another entity, or an incorporation, reincorporation or reconstitution, and (ii) Party A may transfer this Agreement to any Person, including, without limitation, another of Party A’s offices, branches or affiliates (any such Person, office, branch or affiliate, a “Transferee”) on at least five Business Days’ prior written notice to Party B and the Trustee; provided that, with respect to clause (ii), (A) as of the date of such transfer the Transferee will not be required to withhold or deduct on account of a Tax from any payments under this Agreement unless the Transferee will be required to make payments of additional amounts pursuant to Section 2(d)(i)(4) of this Agreement in respect of such Tax (B) a Termination Event or Event of Default does not occur under this Agreement as a result of such transfer; (C) such notice is accompanied by a written instrument pursuant to which the Transferee acquires and assumes the rights and obligations of Party A so transferred; and (D) Party A will be responsible for any costs or expenses incurred in connection with such transfer. Party B will execute such documentation as is reasonably deemed necessary by Party A for the effectuation of any such transfer. Notwithstanding the foregoing, no such transfer or assignment (including a transfer or assignment made pursuant to Section 6(b)(ii)) shall be made unless the transferring party obtains a written acknowledgment from each of the Rating Agencies that, notwithstanding such transfer or assignment, the then-current ratings of the Offered Certificates and the Class B Certificates will not be reduced or withdrawn. Except as specified otherwise in the documentation evidencing a transfer, a transfer of all the obligations of Party A made in compliance with this Section 7 will constitute an acceptance and assumption of such obligations (and any related inter...",transfer
"Transfer. A. The term “transfer,” when used in this Article 11 with respect to a Partnership Interest, shall be deemed to refer to a transaction by which the General Partner purports to assign its General Partner Interest to another Person or by which a Limited Partner purports to assign its Limited Partner Interest to another Person, and includes a sale, assignment, gift (outright or in trust), pledge, encumbrance, hypothecation, mortgage, exchange or any other disposition by law or otherwise. The term “transfer” when used in this Article 11 does not include any Redemption or exchange for REIT Shares pursuant to Section 8.6 except as otherwise provided herein. No part of the interest of a Limited Partner shall be subject to the claims of any creditor, any spouse for alimony or support, or to legal process, and may not be voluntarily or involuntarily alienated or encumbered except as may be specifically provided for in this Agreement or consented to by the General Partner.",transfer
"Transfer. Neither party hereto shall be entitled to assign or otherwise transfer this Agreement (or any interest herein) other than (in the case of the Escrow Agent) to a successor escrow agent under the Escrow and Paying Agent Agreement and other than (in the case of the Depositary) to any entity into which the Depositary shall merge or with which it shall be consolidated, and any purported assignment in violation thereof shall be void. This Agreement shall be binding upon the parties hereto and their respective successors and (in the case of the Escrow Agent) permitted assigns. Upon the occurrence of the Transfer (as defined below) contemplated by the Assignment and Assumption Agreement (as defined below), the Pass Through Trustee shall (without further act) be deemed to have transferred all of its right, title and interest in and to this Agreement to the trustee of the Successor Trust (as defined below) and, thereafter, the trustee of the Successor Trust shall be deemed to be the “Pass Through Trustee” hereunder with the rights of the “Pass Through Trustee” hereunder, and each reference herein to “United Airlines Pass Through Trust 2019-1A-O” shall be deemed to be a reference to “United Airlines Pass Through Trust 2019-1A-S”. The Escrow Agent and the Depositary hereby acknowledge and consent to the Transfer contemplated by the Assignment and Assumption Agreement. For the purposes of this Section 6, “Transfer” means the transfer contemplated by the Assignment and Assumption Agreement; “Assignment and Assumption Agreement” means the Assignment and Assumption Agreement to be entered into between the Pass Through Trustee and the trustee of the Successor Trust, substantially in the form of Exhibit C to the Trust Supplement; and “Successor Trust” means the United Airlines Pass Through Trust 2019-1A-S.",transfer
"Transfer. No service charge will be made for any transfer or exchange of Series A Notes, but payment will be required of a sum sufficient to cover any tax or other governmental charge that may be imposed in connection therewith. The Company shall not be required (a) to issue, transfer or exchange any Series A Notes during a period beginning at the opening of business fifteen (15) days before the day of the mailing of a notice identifying the serial numbers of the Series A Notes to be called for redemption, and ending at the close of business on the day of the mailing, or (b) to transfer or exchange any Series A Notes theretofore selected for redemption in whole or in part, except the unredeemed portion of any Series A Note redeemed in part.",transfer
"Transfer. A Person shall be deemed to have effected a ""Transfer"" of a security if such person directly or indirectly: (i) sells, pledges, encumbers, grants an option with respect to, transfers or disposes of such security or any interest in such security; or (ii) enters into an agreement or commitment providing for the sale of, pledge of, encumbrance of, grant of an option with respect to, transfer of or disposition of such security or any interest therein.",transfer
"Transfer. (i) Upon surrender for registration of transfer of any Security of any series at the Registrar the Company shall execute, and the Trustee or any Authenticating Agent shall authenticate and deliver, in the name of the designated transferee, one or more new Securities of the same series for like aggregate principal amount of any authorized denomination or denominations. The transfer of any Security shall not be valid as against the Company or the Trustee unless registered at the Registrar at the request of the Holder, or at the request of his, her or its attorney duly authorized in writing.",transfer
"Transfer. A. The term ""transfer,"" when used in this Article 11 with respect to a Partnership Interest, shall be deemed to refer to a transaction by which the General Partner purports to assign its General Partnership Interest to another Person or by which a Limited Partner purports to assign its Limited Partnership Interest to another Person, and includes a sale, assignment, gift, pledge, encumbrance, hypothecation, mortgage, exchange or any other disposition by law or otherwise. The term ""transfer"" when used in this Article 11 does not include any exchange of Partnership Units by a Limited Partner pursuant to Section 8.6.",transfer
"Transfer. No party hereto shall be entitled to assign or otherwise transfer this Agreement (or any interest herein) other than (in the case of the Escrow Agent) to a successor escrow agent under Section 1.07 hereof or (in the case of the Paying Agent) to a successor paying agent under Section 2.05 hereof, and any purported assignment in violation thereof shall be void. This Agreement shall be binding upon the parties hereto and their respective successors and (in the case of the Escrow Agent and the Paying Agent) their respective permitted assigns.",transfer
"Transfer. This Agreement and all of the Purchaser’s rights and obligations hereunder (including the Purchaser’s obligation to purchase the Forward Purchase Units) may be transferred or assigned, at any time and from time to time, in whole or in part, to one or more affiliates of the Purchaser (each such transferee, a “Transferee”). Upon any such assignment:",transfer
"Transfer. If this Note is to be transferred, the Holder shall surrender this Note to the Company, whereupon the Company will forthwith issue and deliver upon the order of the Holder a new Note (in accordance with Section 17(d)), registered as the Holder may request, representing the outstanding Principal being transferred by the Holder and, if less than the entire outstanding Principal is being transferred, a new Note (in accordance with Section 17(d)) to the Holder representing the outstanding Principal not being transferred. The Holder and any assignee, by acceptance of this Note, acknowledge and agree that, by reason of the provisions of this Section 17(a), following redemption of any portion of this Note, the outstanding Principal represented by this Note may be less than the Principal stated on the face of this Note.",transfer
"Transfer. No service charge will be made for any registration of transfer or exchange of Senior Notes, but payment will be required of a sum sufficient to cover any tax or other governmental charge that may be imposed in connection therewith.",transfer
"Transfer. Any direct or indirect transfer or sale of any Ownership Interest in a Residual Certificate. Trustee: The Bank of New York and its successors and, if a successor trustee is appointed hereunder, such successor.",transfer
"Transfer. An employee transferred in accordance with Civil Service Commission rules from one Department to another, but in the same classification, shall transfer at his/her current salary, and if he/she is not at the maximum salary for the class, further increments shall be allowed following the completion of the required service based upon the seniority increment anniversary date in the former Department.",transfer
"Transfer. Any direct or indirect transfer, sale, pledge, hypothecation or other form of assignment of any Ownership Interest in a Certificate.",transfer
Transfer. (a) (i) The term “,transfer
Transfer. The Liquidity Provider hereby acknowledges and consents to the Transfer contemplated by the Assignment and Assumption Agreement.,transfer
Transfer. No transfer of the Options by the Optionee by will or by the laws of descent and distribution shall be effective to bind the Company unless the Company shall have been furnished with written notice thereof and a copy of the letters testamentary or such other evidence as the Board may deem necessary to establish the authority of the estate and the acceptance by the Transferee or Transferees of the terms and conditions of the Options.,transfer
"Transfer. This Warrant may be offered for sale, sold, transferred or assigned without the consent of the Company.",transfer
"Transfer. The term ""Transfer"" shall mean any issuance, sale, transfer, gift, assignment, devise or other disposition, as well as any other event that causes any Person to acquire Beneficial Ownership or Constructive Ownership, or any agreement to take any such actions or cause any such events, of Equity Shares or the right to vote or receive dividends on Equity Shares, including (a) the granting or exercise of any option (or any disposition of any option), (b) any disposition of any securities or rights convertible into or exchangeable for Equity Shares or any interest in Equity Shares or any exercise of any such conversion or exchange right and (c) Transfers of interests in other entities that result in changes in Beneficial Ownership or Constructive Ownership of Equity Shares; in each case, whether voluntary or involuntary, whether owned of record, Constructively Owned or Beneficially Owned and whether by operation of law or otherwise. The terms ""Transferring"" and ""Transferred"" shall have the correlative meanings.",transfer
"Transfer. The Registrar, subject to the terms and conditions of this Deposit Agreement, shall register transfers of Receipts on its books, upon surrender at the Principal Office of the Depositary of a Receipt by the Holder thereof in person or by duly authorized attorney, properly endorsed or accompanied by proper instruments of transfer (including signature guarantees in accordance with standard industry practice) and duly stamped as may be required by the laws of the State of New York and of the United States of America. Subject to the terms and conditions of this Deposit Agreement, including payment of the applicable fees and charges of the Depositary set forth in Section 5.9 and Exhibit B hereto, the Depositary shall execute (and, if the Depositary's signature is by facsimile, the Registrar shall manually countersign) a new Receipt or Receipts and deliver the same to or upon the order of the person entitled thereto evidencing the same aggregate number of American Depositary Shares as those evidenced by the Receipts surrendered.",transfer
"Transfer. 10.1.1 The term “transfer,” when used in this Article 10 with respect to an interest, shall be deemed to refer to an appropriate transaction by which the General Partner assigns its interest as General Partner to another Person or by which the holder of a Unit assigns such Unit to another Person who is or becomes an Assignee and includes a sale, assignment, gift, pledge, encumbrance, hypothecation, mortgage, exchange or any other disposition by law or otherwise.",transfer
"Transfer. Any direct or indirect transfer or sale of any Ownership Interest in a Residual Certificate. Transferor: UBS Real Estate Securities Inc., a Delaware corporation, seller of the Mortgage Loans to the Depositor pursuant to the Mortgage Loan Purchase Agreement.",transfer
"Transfer a. If an Event of Termination has occurred and is continuing, either the Trustee or Certificateholders with aggregate Percentage Interests representing 25% or more of the Trust, by notice in writing to the Servicer (and to the Trustee if given by the Certificateholders) may terminate all (but not less than all) of the Servicer's management, administrative, servicing and collection functions (such termination being herein called a ""Service Transfer""). On receipt of such notice (or, if later, on a date designated therein), or upon resignation of the Servicer in accordance with Section 12.01, all authority and power of the Servicer under this Agreement, whether with respect to the Contracts, the Contract Files, the Land-and-Home Contract Files or otherwise (except with respect to the Certificate Account, the transfer of which shall be governed by Section 7.06), shall pass to and be vested in the Trustee pursuant to and under this Section 7.02; and, without limitation, the Trustee is authorized and empowered to execute and deliver on behalf of the Servicer, as attorney-in-fact or otherwise, any and all documents and other instruments (including, without limitation, documents required to make the Trustee or a successor servicer the sole lienholder or legal title holder of record of each Manufactured Home) and to do any and all acts or things necessary or appropriate to effect the purposes of such notice of termination. Each of the Company and the Servicer agrees to cooperate with the Trustee in effecting the termination of the responsibilities and rights of the Servicer hereunder, including, without limitation, the transfer to the Trustee for administration by it of all cash amounts which shall at the time be held by the Servicer for deposit, or have been deposited by the Servicer, in the Certificate Account, or for its own account in connection with its services hereafter or thereafter received with respect to the Contracts and the execution of any documents required to make the Trustee or a successor servicer the sole lienholder or legal title holder of record in respect of each Manufactured Home. The Servicer shall be entitled to receive any other amounts which are payable to the Servicer under the Agreement, at the time of the termination of its activities as Servicer. The Servicer shall transfer to the new servicer (i) the Servicer's records relating to the Contracts in such electronic form as the new servicer may reasonably request and (ii) any Contracts,...",transfer
Transfer. This Agreement and the associated licenses purchased for use of the Software may not be transferred or assigned without the prior written approval of Licensor. Any such attempted transfer or assignment shall be void and of no effect. Please contact OrderManagement@netiq.com to request the transfer of licenses and assignment of this Agreement. This Agreement may not be transferred or assigned without the prior written approval of Licensor. Any such attempted assignment shall be void and of no effect.,transfer
"Transfer. Prior to Transferring any Units (other than pursuant to a Change of Control Transaction), the Transferring Holder of Units shall cause the prospective Transferee to be bound by this Agreement as provided in Section 10.02 and any other agreements executed by the holders of Units and relating to such Units in the aggregate (collectively, the “Other Agreements”), and shall cause the prospective Transferee to execute and deliver to the Company and the other holders of Units counterparts of this Agreement and any applicable Other Agreements. Any Transfer or attempted Transfer of any Units in violation of any provision of this Agreement (including any prohibited indirect Transfers) (a) shall be void, and (b) the Company shall not record such Transfer on its books or treat any purported Transferee of such Units as the owner of such securities for any purpose.",transfer
"Transfer. Subject to Section 4.3, the Warrants shall be transferable only on the Warrant Register upon delivery of the Warrant certificate duly endorsed by the Holder or by his duly authorized attorney or representative, or accompanied by proper evidence of succession, assignment or authority to transfer. In all cases of transfer by an attorney, the original power of attorney, duly approved, or a copy thereof, duly certified, shall be deposited and remain with the Company (or the warrant agent, if appointed). In case of transfer by executors, administrators, guardians or other legal representatives, duly authenticated evidence of their authority shall be produced, and may be required to be deposited and remain with the Company (or the warrant agent, if appointed) in its discretion. Upon any registration of transfer, the Company shall execute and deliver (or if appointed, the warrant agent shall countersign and deliver) a new Warrant or Warrants to the persons entitled thereto.",transfer
"Transfer. This Warrant has not been registered under the Securities Act of 1933, as amended, (the ""Act"") and has been issued to the Holder for investment and not with a view to the distribution of either the Warrant or the Warrant Shares. Neither this Warrant nor any of the Warrant Shares or any other security issued or issuable upon exercise of this Warrant may be sold, transferred, pledged or hypothecated in the absence of an effective registration statement under the Act relating to such security or an opinion of counsel satisfactory to the Company that registration is not required under the Act. Each certificate for the Warrant, the Warrant Shares and any other security issued or issuable upon exercise of this Warrant shall contain a legend on the face thereof, in form and substance satisfactory to counsel for the Company, setting forth the restrictions on transfer contained in this Section.",transfer
"Transfer. Subject to compliance with the terms of Section 7 above, the Warrants and all rights under this Warrant Certificate are transferable, in whole or in part, at the principal office of the Company by the Holder hereof, in person or by its duly authorized attorney, upon surrender of this Warrant Certificate properly endorsed (with the instrument of transfer form attached hereto as Exhibit 2 duly executed). Each Holder of this Warrant Certificate, by taking or holding the same, consents and agrees that this Warrant Certificate, when endorsed in blank, shall be deemed negotiable; provided, however, that the last Holder of this Warrant Certificate as registered on the books of the Company may be treated by the Company and all other persons dealing with this Warrant Certificate as the absolute owner of the Warrants for any purposes and as the person entitled to exercise the rights represented by this Warrant Certificate or to transfer the Warrants on the books of the Company, any notice to the contrary notwithstanding, unless and until such Holder seeks to transfer registered ownership of the Warrants on the books of the Company and such transfer is effected.",transfer
"Transfer. The Warrants shall be transferable only on the books of the Company maintained at its principal office, wherever its principal office may then be located, upon delivery thereof duly endorsed by the Warrantholder or by its duly authorized attorney or representative, accompanied by proper evidence of succession, assignment or authority to transfer. Upon any registration of transfer, the Company shall execute and deliver new Warrants to the person entitled thereto.",transfer
"Transfer. As provided in the Indenture and subject to certain limitations therein set forth, the transfer of this Security is registrable in the Security Register, upon surrender of this Security for registration or transfer at the office or agency in a Place of Payment for Securities of this series, duly endorsed by, or accompanied by a written instrument of transfer in form satisfactory to the Company and the Security Registrar duly executed by, the Holder hereof or his attorney duly authorized in writing, and thereupon one or more new Securities of this series, of any authorized denominations and for the same aggregate principal amount, executed by the Company and authenticated and delivered by the Trustee, will be issued to the designated transferee or transferees. The Securities of this series are issuable only in registered form without coupons in denominations of $1,000 and any integral multiple thereof. As provided in the Indenture and subject to certain limitations set forth therein and on the face of this Security, Securities of this series are exchangeable for a like aggregate principal amount of Securities of this series of a different authorized denomination as requested by the Holder surrendering the same. No service charge shall be made for any such registration of transfer or exchange, but the Company may require payment of a sum sufficient to cover any tax or other governmental charge payable in connection therewith. Prior to due presentment of this Security for registration of transfer, the Company, the Trustee or any agent of the Company or the Trustee may treat the Person in whose name this Security is registered as the owner hereof for all purposes, whether or not this Security be overdue, and neither the Company, the Trustee nor any such agent shall be affected by notice to the contrary.",transfer
"Transfer. In respect of each contract in the terms of a Linked Participating Exchange Contract made between us which is intended for transfer through the relevant Link, rights and obligations under such contract, save for outstanding obligations with respect to fees or margin and any other rights or obligations referred to in the Rules of the Participating Exchange, shall be discharged upon confirmation by LCH of receipt of trade/position details from the Participating Exchange and there shall arise simultaneously a contract in the terms of a LIFFE Contract between us. The LIFFE Contract shall be subject to the Rules of LIFFE and the General Regulations and Default Rules of LCH.",transfer
"Transfer. (i) Section 7 of this Agreement shall not apply to Party A and, subject to Section 6(b)(ii) (provided that to the extent Party A makes a transfer pursuant to Section 6(b)(ii) it will provide a prior written notice to the Rating Agencies of such transfer) and Part 5(f)(ii) below, Party A may not transfer (whether by way of security or otherwise) any interest or obligation in or under this Agreement without first satisfying the Rating Agency Condition and without the prior written consent of Party B.",transfer
"Transfer. During the period beginning on the date hereof and ending on the earlier to occur of (i) the Effective Time and (ii) the Expiration Date (as defined in Section 5), (1) except as contemplated by the Merger Agreement, pursuant to the terms of any applicable Rule 10b5-1 trading plan in existence on the date of this Agreement and except as provided in Section 1(b), Holder agrees not to, directly or indirectly, sell, transfer, exchange or otherwise dispose of (including by merger, consolidation or otherwise by operation of law) the Shares or any New Shares (as defined below), and (2) Holder agrees not to, directly or indirectly, grant any proxies or powers of attorney, deposit any of the Shares into a voting trust or enter into a voting agreement with respect to any of the Shares, or enter into any agreement or arrangement providing for any of the actions described in this clause (2) (other than as required to comply with Section 2(a)).",transfer
"Transfer. Each Limited Partner expressly agrees that he will not assign, transfer or dispose of, by gift or otherwise, any of his Units of Limited Partnership Interest or any part or all of his right, title and interest in the capital or profits of the Partnership without giving written notice of the assignment, transfer or disposition to the General Partner, and that no assignment, transfer or disposition shall be effective against the Partnership or the General Partner until the first day of the month next succeeding the month in which the General Partner receives the written notice described below. Any assignment, transfer or disposition by an assignee of Units of Limited Partnership Interest of his interest in the capital or profits of the Partnership shall not be effective against the Partnership or the General Partner until the first day of the month next succeeding the month in which the General Partner receives the written notice described below. If the General Partner receives an opinion of counsel to the effect that a transfer should be prohibited in order to protect the Partnership from being treated as a publicly traded partnership, such transfer shall be prohibited. Upon advice of counsel, the General Partner shall eliminate or modify any restrictions on substitutions or assignment at such time as the restriction is no longer necessary. If an assignment, transfer or disposition occurs by reason of the death or by termination of a Limited Partner or assignee, such written notice may be given by the duly authorized representative of the estate of the Limited Partner or assignee and shall be supported by such proof of legal authority and valid assignment as may reasonably be requested by the General Partner. The written notice required by this paragraph shall specify the name and residence address of the assignee and the date of the assignment, shall include a statement by the assignee that he agrees to give the above-described written notice to the General Partner upon any subsequent assignment, and shall be signed by the assignor and assignee. The General Partner may, in its sole discretion, waive receipt of the above-described notice or waive any defect therein. Any such assignee shall become a substituted Limited Partner only upon the consent of the General Partner (which consent may only be withheld for the purpose of preserving the Partnership’s tax status or to avoid adverse legal consequences to the Partnership), upon the execution of a Power of At...",transfer
Transfer. Section 7 is hereby amended by:,transfer
"Transfer. Except as otherwise provided in this Warrant, this Warrant is transferable only on the books of the Corporation by the Holder in person or by attorney, on surrender of this Warrant, properly endorsed.",transfer
"Transfer. Retrocedant and Retrocessionaire shall use their respective commercially reasonable efforts to obtain the consent of Third Party Retrocessionaires under the Inuring Retrocessions to include Retrocessionaire as an additional reinsured with respect to the Reinsurance Contracts or, in the alternative, to make all payments directly to the Retrocessionaire, to the extent allocable to the Reinsurance Contracts, in the manner set forth in Exhibit D hereto, and to seek all payments, to the extent allocable to the Reinsurance Contracts, in the manner set forth herein in Exhibit E hereto, directly from Retrocessionaire, it being understood that Retrocessionaire shall bear all risk of non-payment or non-collectibility under the Inuring Retrocessions.",transfer
"Transfer. All Shares of each particular Portfolio shall be transferable, but transfers of Shares of a particular Portfolio will be recorded on the Share transfer records of the Trust applicable to that Portfolio only at such times as Shareholders shall have the right to require the Trust to redeem Shares of that Portfolio and at such other times as may be permitted by the Trustees.",transfer
Transfer. The Member may transfer or assign its Interest at any time upon such terms and conditions as it may determine.,transfer
"Transfer. Customer may not, directly or indirectly, sell, rent, lease or lend the Software or provide any of the Software or any portion thereof to any other person or entity without the BNPP Entities’ prior written consent. Customer may not copy or reproduce except to create a backup copy or to move the Software to a different computer.",transfer
"Transfer. The Allottee shall not transfer or assign the rights under this Agreement without prior written permission from the Promoter till such time all payments under this Agreement are cleared. The Promoter shall retain the first right of refusal for such transfer of rights. Where the Promoter does not exercise the above right of pre-emption then in that event transfer of rights before the completion and handover of the Unit, the Allottee shall pay a transfer fee @ 3% (three percent) on the prevailing market value of the Unit determined by Directorate of Registration and Stamp Revenue, Finance Department, Government of West Bengal, at the date of such transfer or on transaction amount, whichever is higher, vide a nomination agreement, which if required under the Applicable Laws, shall be registered. Such transfer however shall be permissible only if the first installment as per this Agreement has been paid in full and all other payments that may be due under this Agreement have been cleared in total.",transfer
"Transfer. This Note may be transferred or sold, subject to the provisions of Section 4.8 of this Note, or pledged, hypothecated or otherwise granted as security by the Holder.",transfer
"Transfer. Prior to a Transfer of any Shareholder Shares (other than in a Public Sale or in an Approved Sale) to any Person, the transferring Shareholder shall cause the prospective transferee to execute and deliver to the Company and the other Shareholders a counterpart of this Agreement.",transfer
"Transfer. 1. Either Contracting Party shall guarantee within the scope of its laws and regulations in respect to investments by nationals of the other Contracting Party grant to those nationals without delay, the transfer of:",transfer
"Transfer. Neither party hereto shall be entitled to assign or otherwise transfer this Agreement (or any interest herein) other than (i) in the case of the Escrow Agent, to a successor escrow agent under, and in accordance with, the Escrow and Paying Agent Agreement, and (ii) in the case of the Depositary, to a bank (as defined in the Securities Act of 1933, as amended from time to time, for purposes of Section 3(a)(2) thereof) into which the Depositary shall merge or with which the Depositary shall be consolidated. Any purported assignment in violation of the immediately preceding sentence shall be void. This Agreement shall be binding upon the parties hereto and their respective successors and (in the case of the Escrow Agent) permitted assigns. The Depositary agrees to cause any bank into which the Depositary shall merge or with which the Depositary shall be consolidated to deliver to the Escrow Agent an agreement containing the express assumption by such successor bank as of the effective date of such merger or consolidation, as applicable, of the due and punctual performance and observance of each covenant and condition of this Agreement unless such assumption shall be effective as a matter of law even in the absence of such agreement.",transfer
"Transfer. A. If you obtained the Apple Software preinstalled on Apple-branded hardware or if you obtained your license to the Apple Software from the Mac App Store or through a software update, you may make a one-time permanent transfer of all of your license rights to the Apple Software (in its original form as provided by Apple) to another party, provided that: (i) the Apple Software is transferred together with your Apple-branded hardware; (ii) the transfer must include all of the Apple Software, including all its component parts and this License; (iii) you do not retain any copies of the Apple Software, full or partial, including copies stored on a computer or other storage device; and (iv) the party receiving the Apple Software reads and agrees to accept the terms and conditions of this License. For purposes of this License, if Apple provides an update (e.g., version 10.14 to 10.14.1) to the Apple Software, the update is considered part of the Apple Software and may not be transferred separately from the pre-update version of the Apple Software.",transfer
"Transfer. I understand and acknowledge that the Shares have not been registered under the Securities Act of 1933, as amended (the “Securities Act”), and that consequently the Shares must be held indefinitely unless they are subsequently registered under the Securities Act, an exemption from such registration is available, or they are sold in accordance with Rule 144 or Rule 701 under the Securities Act. I further understand and acknowledge that the Company is under no obligation to register the Shares. I understand that the certificate or certificates evidencing the Shares will be imprinted with legends which prohibit the transfer of the Shares unless they are registered or such registration is not required in the opinion of legal counsel satisfactory to the Company. I am aware that Rule 144 under the Securities Act, which permits limited public resale of securities acquired in a nonpublic offering, is not currently available with respect to the Shares and, in any event, is available only if certain conditions are satisfied. I understand that any sale of the Shares that might be made in reliance upon Rule 144 may only be made in limited amounts in accordance with the terms and conditions of such rule and that a copy of Rule 144 will be delivered to me upon request.",transfer
"Transfer. The Stockholder shall not, other than, in the case of a Stockholder that is an individual, as a result of the death of the Stockholder, (i) transfer (which term shall include, without limitation, for the purposes of this Agreement, any sale, gift, pledge, assignment, encumbrance or other disposition), whether directly or indirectly (including by operation of law), or consent to any transfer of, any or all of the Shares or any interest therein, except pursuant to the Merger, (ii) grant any proxies with respect to the Shares, deposit the Shares into a voting trust or enter into a voting agreement or similar arrangement with respect to the Shares, or (iii) enter into any contract, option or other agreement or understanding with respect to any transfer of any or all such Shares or any interest therein or take any other action with respect thereto, in either case, in a manner that would conflict with or violate the terms of the ""affiliate letter"" executed by the Stockholder pursuant to Section 5 hereof or take any other action that would prevent the Stockholder from performing its obligations under this Agreement. Notwithstanding the foregoing provisions of this Section 3.1, in the case of a Stockholder that is an individual, such Stockholder may pledge, or enter into any contract, arrangement or understanding which constitutes a pledge of, the Shares or any interest contained therein, free from obligations on the pledgee under this Agreement; provided, however, such Stockholder shall, in connection with such pledge, retain its voting rights over such Shares and shall retain or shall otherwise remain liable for the obligations under Section 4 with respect to such shares.",transfer
Transfer. A transfer is defined as an employee-initiated move of an employee from one position to another position within the University in the same class or a different class with the same salary range maximum. Transferred employees will retain their current base salary.,transfer
