clause_text,clause_type
"Brokers. No broker, finder or investment banker is entitled to any brokerage, finder's or other fee or commission in connection with the transactions contemplated hereby based upon arrangements made by or on behalf of the Stockholder.",brokers
"Brokers. Except for Lehman Brothers Inc., no broker, finder or investment banker is entitled to any broker's, finder's or other fee or commission in connection with the Merger or the transactions contemplated by this Agreement based upon arrangements made by or on behalf of IPT.",brokers
"Brokers. No broker, investment banker, financial advisor or other Person, other than Centerview Partners LLC and Wells Fargo Securities, LLC, the fees and expenses of which will be paid by the Company, is entitled to any broker’s, finder’s, financial advisor’s or other similar fee or commission in connection with the Merger and the other Transactions based upon arrangements made by or on behalf of the Company or any Company Subsidiary. The Company has heretofore made available to Parent a complete and correct copy of the Company’s engagement letter with each of the parties listed in this Section 3.21.",brokers
"Brokers. The Purchaser has not become obligated to pay, and has not taken any action that might result in any Person claiming to be entitled to receive, any brokerage commission, finder's fee or similar commission or fee in connection with any of the Transactions.",brokers
"Brokers. All negotiations relative to this Agreement and the transactions contemplated hereby have been carried on by the Company directly with the Purchasers, without the intervention of any other person on behalf of the Company in such manner as to give rise to any valid claim by any other person against the Purchasers for a finder's fee, brokerage commission or similar payment.",brokers
"Brokers. No broker or finder is entitled to any brokerage or finder’s fee, or to any commission, based in any way on agreements, arrangements or understandings made by or on behalf of Buyer or any Affiliate of Buyer for which Seller has or will have any liabilities or obligations (contingent or otherwise).",brokers
"Brokers. No agent, broker, finder or investment banker is entitled to any brokerage, finder’s or other fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of Parent or Merger Sub for which the Company could have any liability.",brokers
"Brokers. Each party agrees to indemnify and hold harmless the other party against any fee, loss, or expense arising out of claims by brokers or finders employed or alleged to have been employed by the indemnifying party.",brokers
"Brokers. No broker, finder or investment banker (other than UBS Investment Bank and Lazard) is entitled to any brokerage, finder’s or other fee or commission in connection with the Transaction based upon arrangements made by or on behalf of the Company. The Company has heretofore furnished to CIG and the NBCU Entity a complete and correct copy of all agreements between the Company and UBS Investment Bank and Lazard pursuant to which such firm would be entitled to any payment relating to the Transaction.",brokers
"Brokers. There are no brokerage commissions, finder’s fees or investment banking fees payable in connection with any transactions contemplated by the Loan Documents.",brokers
"Brokers. No broker, finder or investment banker (other than the Company's financial advisor, Allen & Company) is entitled to any brokerage, finder's or other fee or commission in connection with this Agreement, the Merger or the other transactions contemplated by this Agreement based upon arrangements made by or on behalf of the Company. A complete and correct copy of all agreements between the Company and its financial advisor pursuant to which such firm would be entitled to any payment relating to this Agreement, the Merger or the other transactions contemplated by this Agreement or the Agreement and Plan of Merger will be provided to Investor prior to the Closing.",brokers
"Brokers. Except for the Financial Advisor, no broker, finder or investment banker is entitled to any brokerage, finder’s or other fee or commission in connection with the Transactions based upon arrangements made by or on behalf of the Company.",brokers
"Brokers. Except for fees and commissions that will be paid or otherwise settled or provided for by the Sellers, no broker, finder or investment banker is entitled to any brokerage, finder’s or other similar fee or commission in connection with the transactions contemplated by this Agreement and the other Transaction Documents based upon arrangements made by or on behalf of the Sellers or any of their Affiliates.",brokers
"Brokers. There is not a broker, finder or other party that is entitled to receive from the Company any brokerage or finder’s fee or other fee or commission as a result of any of the transactions contemplated by this Agreement, except for underwriting discounts and commissions in connection with the sale of the Securities to the Underwriters pursuant to this Agreement.",brokers
"Brokers. None of REIT nor any of its Subsidiaries has engaged or otherwise dealt with any broker, finder or similar entity in connection with this Agreement or the Loans contemplated hereunder.",brokers
"Brokers. No broker, investment banker, financial advisor or other Person is entitled to any broker’s finders, financial advisor’s or other similar fee or commission in connection with the Merger and the other Transactions based upon arrangements made by or on behalf of the Shareholder.",brokers
"Brokers. The Company has no contract, arrangement or understanding with any broker, finder or similar agent with respect to the transactions contemplated by this Agreement.",brokers
"Brokers. Seller and Buyer each represents and warrants to the other that it has not engaged any broker, finder or other party in connection with the transaction contemplated by this Contract. Buyer and Seller each agree to save and hold the other harmless from any and all losses, damages, liabilities, costs and expenses (including, without limitation, attorneys’ fees) involving claims made by any other agent, broker, or other person by or through the acts of Buyer or Seller, respectively, in connection with this transaction.",brokers
"Brokers. Sublandlord and Subtenant hereby represent and warrant to each other that it has had no dealings with any real estate broker, agent or finder in connection with the negotiation of this Sublease except Cushman & Wakefield and Colliers International, who represented Sublandlord and Subtenant, respectively (collectively, the “Broker”), and that it knows of no other real estate broker, agent or finder who is entitled to a commission in connection with this Sublease. Each party agrees to indemnify, defend and hold harmless the other party from and against any and all claims, demands, losses, liabilities, judgments, costs and expenses (including, without limitation, reasonable attorneys’ fees) with respect to any leasing commission or equivalent compensation alleged to be owing on account of the indemnifying party’s dealing with any real estate broker, agent or finder other than the Broker. Sublandlord shall pay to Broker a commission for procuring this Sublease pursuant to a separate agreement between Broker and Sublandlord.",brokers
"Brokers. Except as set forth in Schedule 3.22, the Company has not retained any finder or broker in connection with the transactions contemplated by this Agreement and agrees to indemnify and save the Purchasers harmless from and against any and all claims, liabilities or obligations with respect to brokerage or finders’ fees or commissions in connection with the transactions contemplated by this Agreement asserted by any Person on the basis of any agreement, statement or representation alleged to have been made by the Company.",brokers
"Brokers. Client warrants that it has had no dealings with any broker or agent in connection with the negotiation or execution of this Second Amendment, and Client agrees to indemnify Landlord against all costs, expenses, attorneys’ fees or other liability for commissions or other compensation or charges claimed by any other broker or agent claiming the same by, through or under Client.",brokers
"Brokers. Except for Wasserstein Perella & Co., Inc., whose fees, commissions and expenses are the sole responsibility of the Company, all negotiations relative to this Agreement and the transactions contemplated hereby have been carried out by the Company directly with Purchaser without the intervention of any other Person on behalf of the Company in such manner as to give rise to any valid claim by any Person against Purchaser for a finder's fee, brokerage commission or similar payment.",brokers
"Brokers. No broker, finder or investment banker (other than the Special Committee Financial Advisor) is entitled to any brokerage, finder’s or other fee or commission in connection with or upon the consummation of the transactions contemplated by this Agreement based upon arrangements made by and on behalf of the Company or any of its subsidiaries.",brokers
"Brokers. No broker, finder or investment banker is entitled to any brokerage, finder’s, investment banking or other fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of Brekford or any of its Subsidiaries.",brokers
"Brokers. No broker, investment banker, financial advisor or other Person, other than Lazard Frères & Co. LLC, the fees and expenses of which will be paid by Parent, is entitled to any broker’s, finder’s, financial advisor’s or other similar fee or commission in connection with any of the Transactions based upon arrangements made by or on behalf of Parent.",brokers
"Brokers. Such Investor has taken no action which would give rise to any claim by any person for brokerage commissions, finder's fees or similar payments by the Company relating to this Agreement or the transactions contemplated hereby.",brokers
"Brokers. No Person has acted directly or indirectly as a broker, finder or financial advisor for the Buyer in connection with the negotiations relating to the transactions contemplated by this Agreement, and no Person is entitled to any fee or commission or like payment in respect thereof based in any way on any agreement, arrangement or understanding made by or on behalf of the Buyer.",brokers
"Brokers. 33.1. Tenant represents and warrants that it has had no dealings with any real estate broker or agent in connection with the negotiation of this Lease other than Cushman & Wakefield of San Diego, Inc. (“Tenant’s Broker”), and that it knows of no other real estate broker or agent that is or might be entitled to a commission in connection with this Lease. Landlord shall compensate Broker in relation to this Lease pursuant to a separate agreement between Landlord and Broker. Landlord represents and warrants that it has had no dealings with any real estate broker or agent in connection with the negotiation of this Lease other than Jones Lang LaSalle Brokerage, Inc. (“Landlord’s Broker”), and that it knows of no real estate broker or agent, other than Tenant’s Broker and Landlord’s Broker, that is or might be entitled to a commission in connection with this Lease.",brokers
"Brokers. No broker, finder or investment banker is entitled to any brokerage, finder's or other fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of CCI.",brokers
"Brokers. No broker, investment banker, financial advisor or other Person is entitled to any broker’s, finder’s, financial advisor’s or other similar fee or commission that is payable by Company, Purchaser or any of Company’s Subsidiaries in connection with the transactions contemplated by the Acquisition Agreement or the Offer based upon arrangements made by or on behalf of Shareholder.",brokers
"Brokers. Tenant represents and warrants that it has dealt with no broker, agent or other person in connection with this transaction and that no broker, agent or other person brought about this transaction, other than the broker, if any, set forth on the first page of this Lease, and Tenant agrees to indemnify and hold Landlord harmless from and against any claims by any other broker, agent or other person claiming a commission or other form of compensation by virtue of having dealt with Tenant with regard to this leasing transaction.",brokers
"Brokers. No person acting on behalf of Buyer or any of its affiliates or under the authority of any of the foregoing is or will be entitled to any brokers' or finders' fee or any other commission or similar fee, directly or indirectly, from any of such parties in connection with any of the transactions contemplated by this Agreement.",brokers
"Brokers. Each party represents and warrants to the other that no broker, agent or finder negotiated or was instrumental in negotiating or consummating this Amendment other than Equis Corporation and CB Richard Ellis (""Brokers""). Landlord shall pay a brokerage commission to Brokers in accordance with separate agreements between and Landlord and Brokers. Subject to the foregoing, each party agrees to defend, indemnify and hold harmless the other party from and against any claim for a commission or finder's fee by any person or entity who claims or alleges that they were retained or engaged by the indemnifying party or at the request of such party in connection with this Amendment.",brokers
"Brokers. No broker, investment banker, financial advisor or other Person, other than Goldman Sachs & Co., the fees and expenses of which will be paid by Buyer, is entitled to any broker’s, finder’s, financial advisor’s or other similar fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of Buyer or any Affiliate of Buyer.",brokers
"Brokers. Landlord and Tenant each represents and warrants to the other that such representing party has had no dealings, negotiations, or consultations with respect to the Premises or this transaction with any broker or finder other than a Landlord affiliate and Broker. Each party shall indemnify, defend, and hold harmless the other from and against any and all liability, cost, and expense (including reasonable attorneys’ fees and court costs), arising out of or from or related to its misrepresentation or breach of warranty under this Section. Landlord shall pay Broker a commission in connection with this Lease pursuant to the terms of a separate written agreement between Landlord and Broker. This Section shall survive the Expiration Date.",brokers
"Brokers. Such Purchaser has not retained, utilized or been represented by any broker or finder in connection with the transactions contemplated by this Agreement.",brokers
"Brokers. Each of the parties hereto represents to the other parties that it dealt with no broker, finder or like agent in connection with this Agreement or the transactions contemplated hereby. Each party shall indemnify and hold harmless the other party and its respective legal representatives, heirs, successors and assigns from and against any loss, liability or expense, including reasonable attorneys’ fees, charges and disbursements arising out of any claim or claims for commissions or other compensation for bringing about this Agreement or the transactions contemplated hereby made by any other broker, finder or like agent, if such claim or claims are based in whole or in part on dealings with the indemnifying party. The provisions of this Section 12.2 shall survive the Closing.",brokers
"Brokers. Except for Investec Ernst & Co. (""Investec""), no broker, finder or investment banker is entitled to any brokerage, finder's or other fee or commission in connection with the transactions contemplated by this Agreement or based upon arrangements made by or on behalf of the Subscriber. The Subscriber is solely responsible for the fees and expenses of Investec.",brokers
"Brokers. All negotiations relating to this Agreement and the transactions contemplated hereby have been conducted without the intervention of any person or entity acting on behalf of Buyer in such a manner as to give rise to any valid claim against Seller for any broker's or finder's commission, fee or similar compensation.",brokers
"Brokers. Except as set forth on Disclosure Schedule (3.14), no broker or finder acting on behalf of any Credit Party or Affiliate thereof brought about the obtaining, making or closing of the Loans or the Related Transactions, and no Credit Party or Affiliate thereof has any obligation to any Person in respect of any finder’s or brokerage fees in connection therewith.",brokers
"Brokers. No broker, investment banker, financial advisor or other person, other than Donaldson, Lufkin & Jenrette Securities Corporation, the fees and expenses of which will be paid by Trenwick, is entitled to any broker's, finder's, financial advisor's or other similar fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of Trenwick. Trenwick has furnished to Chartwell true and complete copies of all agreements under which any such fees or expenses are payable and all indemnification and other agreements related to the engagement of the persons to whom such fees are payable.",brokers
"Brokers. There is no broker, investment banker, financial advisor, finder or other Person which has been retained by or is authorized to act on behalf of the Purchaser who might be entitled to any fee or commission for which the Company will be liable in connection with the execution of this Agreement and the consummation of the transactions contemplated hereby.",brokers
"Brokers. Landlord and Tenant each represents and warrants to the other that neither it nor its officers or agents nor anyone acting on its behalf has dealt with any real estate broker except the Broker(s) specified in the Basic Lease Information in the negotiating or making of this Lease, and each party agrees to indemnify and hold harmless the other from any claim or claims, and costs and expenses, including attorneys' fees, incurred by the indemnified party in conjunction with any such claim or claims of any other broker or brokers to a commission in connection with this Lease as a result of the actions of the indemnifying party.",brokers
"Brokers. No broker, finder or investment banker (other than Goldman Sachs) is entitled to any brokerage, finder's or other fee or commission in connection with the Merger based upon arrangements made by or on behalf of Parent. Parent has heretofore made available to Company true, complete and correct copies of all agreements between Parent and Goldman Sachs pursuant to which such firm would be entitled to any payment relating to the Merger.",brokers
"Brokers. There is no financial advisor, investment banker, broker, finder, agent or other Person that has been retained by or is authorized to act on behalf of Parent, Merger Sub or any of their Affiliates who is entitled to any financial advisor’s, investment banking, brokerage, finder’s or other fee or commission in connection with the Merger.",brokers
"Brokers. No broker, investment banker or other person, other than Lazard Freres & Co. LLC, the fees and expenses of which will be paid by the Investor, is entitled to any broker's, finder's or other similar fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of the Investor or Sub.",brokers
"Brokers. Except as set forth in the Purden Lake Schedules and Ingenious Schedules, Purden Lake and Ingenious agree that there were no finders or brokers involved in bringing the parties together or who were instrumental in the negotiation or execution of this Agreement or consummation of the Transactions. Purden Lake and Ingenious each agree to indemnify the other party against any claim by any third person other than those described above for any commission, brokerage, or finder’s fee arising from the Contemplated Transactions based on any alleged agreement or understanding between the indemnifying party and such third person, whether express or implied from the actions of the indemnifying party.",brokers
"Brokers. No broker, investment banker, financial advisor or other person other than Morgan Stanley & Co. Incorporated, the fees and expenses of which will be paid by Parent, is entitled to any broker’s, finder’s, financial advisor’s or other similar fee or commission in connection with the Offer, the Merger and the other Transactions based upon arrangements made by or on behalf of Parent.",brokers
"Brokers. No broker, investment banker or other person is entitled to any broker's, finder's or similar fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of PEC.",brokers
"Brokers. The Parties agree that there were no finders or brokers involved in bringing the Parties together or who were instrumental in the negotiation, execution or consummation of this Agreement. Each Party agrees to indemnify each other Party against any claim by any Person for any commission, brokerage, or finder’s fee arising from the transactions contemplated hereby based on any alleged agreement or understanding between the indemnifying Party and such Person, whether express or implied from the actions of the indemnifying Party.",brokers
"Brokers. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . *An asterisk denotes alternative wording, and should be matter of agreement between the parties.",brokers
"Brokers. Tenant warrants that it has not had any contact or dealings with any Person or real estate broker which would give rise to the payment of any fee or brokerage commission in connection with this Lease, and Tenant shall indemnify, protect, hold harmless and defend Landlord from and against any liability with respect to any fee or brokerage commission arising out of any act or omission of Tenant. Landlord warrants that it has not had any contact or dealings with any Person or real estate broker which would give rise to the payment of any fee or brokerage commission in connection with this Lease, and Landlord shall indemnify, protect, hold harmless and defend Tenant from and against any liability with respect to any fee or brokerage commission arising out of any act or omission of Landlord.",brokers
"Brokers. Tenant represents and warrants to Landlord that, except for those parties set forth in Section 1(o) (the ""Brokers""), Tenant has not engaged or had any conversations or negotiations with any broker, finder or other third party concerning the leasing of the Demised Premises to Tenant who would be entitled to any commission or fee based on the execution of this Lease. Tenant hereby further represents and warrants to Landlord that Tenant is not receiving and is not entitled to receive any rebate, payment or other remuneration, either directly or indirectly, from the Brokers, and that it is not otherwise sharing in or entitled to share in any commission or fee paid to the Brokers by Landlord or any other party in connection with the execution of this Lease, either directly or indirectly. Tenant hereby indemnifies Landlord against and from any claims for any brokerage commissions (except those payable to the Brokers, all of which are payable by Landlord pursuant to a separate agreement) and all costs, expenses and liabilities in connection therewith, including, without limitation, reasonable attorneys' fees and expenses, for any breach of the foregoing. The foregoing indemnification shall survive the termination of this Lease for any reason.",brokers
"Brokers. Seller and Buyer represent and warrant to each other that no broker or finder, other GMH Realty, Inc. (""GMH""), whose fees will be the responsibility of Seller pursuant to a separate agreement among between GMH and Seller, was instrumental in arranging or bringing about this transaction and that there are no claims or rights for brokerage commissions or finders' fees in connection with the transactions contemplated hereby by any person or entity other than GMH. If any person brings a claim for a commission or finder's fee based upon any contact, dealings or communication with Buyer or Seller, then the party through whom such person makes its claim shall defend the other party (the ""Indemnified Party"") from such claim, and shall indemnify the Indemnified Party and hold the Indemnified Party harmless from any and all costs, damages, claims, liabilities or expenses (including without limitation, reasonable attorneys' fees and disbursements) incurred by the Indemnified Party in defending against the claim. The provisions of this Section 6.1 shall survive the Closing or, if the Closing does not occur, any termination of this Agreement.",brokers
"Brokers. The Company hereby represents and warrants that it has not hired, retained or dealt with any broker, finder, consultant, person, firm or corporation (“Broker”) in connection with the negotiation, execution or delivery of this Agreement or the transactions contemplated hereunder. The Company covenants and agrees that should any claim be made against Purchaser for any commission or other compensation by the Broker, based upon the Company’s engagement of such person in connection with this transaction, the Company shall indemnify, defend and hold Purchaser harmless from and against any and all damages, expenses (including attorneys’ fees and disbursements) and liability arising from such claim. The Company shall pay the commission of the Broker, to the attention of the Broker, pursuant to their separate agreement(s) between the Company and the Broker.",brokers
"Brokers. Landlord and Tenant each represents and warrants that it has not dealt with any broker, agent or other person (collectively, “Broker”) in connection with this transaction and that no Broker brought about this transaction, other than Avison Young and Cassidy Turley. Landlord and Tenant each hereby agrees to indemnify and hold the other harmless from and against any claims by any Broker, other than the broker, if any named in this Section 35, claiming a commission or other form of compensation by virtue of having dealt with Tenant or Landlord, as applicable, with regard to this leasing transaction. Landlord shall be responsible for all fees of Avison Young and Cassidy Turley arising out of the execution of this Lease in accordance with the terms of separate written agreement between Landlord, on the one hand, and Avison Young and Cassidy Turley, respectively, on the other hand.",brokers
"Brokers. No broker, finder or similar intermediary has acted for or on behalf of Buyer in connection with this Agreement or the transactions contemplated hereby, and no broker, finder, agent or similar intermediary is entitled to any broker's, finder's or similar fee or other commission in connection therewith based on any agreement, arrangement or understanding with Buyer or any action taken by it.",brokers
"Brokers. No broker, finder, financial advisor, investment banker or other Person is entitled to any brokerage, finder’s, financial advisor’s or other similar fee or commission in connection with the transactions contemplated hereby based upon arrangements made by or, to the knowledge of such Stockholder, on behalf of such Stockholder.",brokers
"Brokers. No broker, finder or investment banker (other than Johnson Rice & Company, L.L.C.) is entitled to any brokerage, finder's or other fee or commission in connection with the transactions contemplated by this Agreement based upon arrangements made by or on behalf of the Company. The Company has heretofore furnished to Parent a complete and correct copy of all agreements between the Company and Johnson Rice & Company, L.L.C. pursuant to which such firm would be entitled to any payment relating to the transactions contemplated by this Agreement.",brokers
"Brokers. Purchaser has not incurred any obligation or liability, contingent or otherwise, for brokers' or finders' fees in respect of the matters provided for in this Agreement which will be the responsibility of Seller, and any such obligation or liability that might exist shall be the sole obligation of Purchaser.",brokers
"Brokers. Each party represents to the other parties hereunder that no broker or finder has acted for it in connection with this Agreement, and agrees to indemnify and hold harmless the other parties against any fee, loss or expense arising out of claims by brokers or finders employed or alleged to have been employed by he/she/it.",brokers
"Brokers. CLMI has not agreed to pay any brokerage fees, finder's fees or other fees or commissions with respect to the transactions contemplated by this Agreement, and, to CLMI's knowledge, no person is entitled, or intends to claim that it is entitled, to receive any such fees or commissions in connection with such transactions.",brokers
"Brokers. Neither the Company, nor any of its officers, directors or employees, has employed any broker or finder, or incurred any liability for any brokerage fees, commissions, finder's or other similar fees or expenses in connection with the transactions contemplated hereby.",brokers
"Brokers. No broker, investment banker, or other Person is entitled to any broker’s, finder’s or other similar fee or commission in connection with the Transactions based upon arrangements made by or on behalf of the Company.",brokers
"Brokers. Each of the Owner and the Developer represents and warrants to the other that no broker or finder has acted on its behalf in connection with this Agreement or the transactions contemplated hereby or referred to herein; and each agrees to indemnify and hold and save the other harmless from any claim or demand for commission or other compensation by any broker, finder or similar agent claiming to have been employed by or on behalf of such party.",brokers
"Brokers. There is no investment banker, broker, finder, or other intermediary which has been retained by or is authorized to act on behalf of Purchaser that might be entitled to any fee or commission in connection with the transactions contemplated by this Agreement.",brokers
"Brokers. Lessor and Lessee each warrants that it has had no dealings with any real estate broker or agent in connection with the negotiation of this Lease and it knows of no real estate broker or agent who is entitled to a commission in connection with this Lease. Lessor and Lessee hereby agree to indemnify the other and to hold the other harmless from and against any and all costs, expenses, claims, damages, suits, including attorneys' fees, in any way resulting from claims or demands for commissions or other compensation from any real estate brokers claiming through such party with respect to this Lease.",brokers
"Brokers. No broker, finder or investment banker (other than Citigroup Global Markets Inc.) is entitled to any brokerage, finder’s or other fee or commission in connection with the Transactions based upon arrangements made by or on behalf of Purchaser.",brokers
"Brokers. No broker, finder or investment banker is entitled to any brokerage, finder's or other fee or commission in connection with the Transactions based upon arrangements made by or on behalf of the Seller or any Acquired Entity.",brokers
"Brokers. Neither Borrower nor, to the Best of Borrower’s Knowledge, Lender has dealt with any broker or finder with respect to the loan transactions contemplated by the Loan Documents and neither party has done any acts, had any negotiations or conversations, or made any agreements or promises which will in any way create or give rise to any obligation or liability for the payment by either party of any brokerage fee, charge, commission or other compensation to any Person with respect to the transactions contemplated by the Loan Documents. Borrower covenants and agrees that it shall pay as and when due any and all brokerage fees, charges, commissions or other compensation or reimbursement due to any broker of Borrower with respect to the transactions contemplated by the Loan Documents. Borrower and Lender shall each indemnify and hold harmless the other from and against any loss, liability, cost or expense, including any judgments, attorneys’ fees, or costs of appeal, incurred by the other party and arising out of or relating to any claim for brokerage commissions or finder’s fees alleged to be due as a result of the indemnifying party’s agreements or actions. The provisions of this Section 4.1.38 shall survive the expiration and termination of this Agreement and the payment of the Indebtedness.",brokers
"Brokers. Buyer does not have any liability or obligation to pay fees or commissions to any broker, finder or agent with respect to the transactions contemplated by this Agreement for which Seller could become liable or obligated.",brokers
"Brokers. Neither the Company nor, to the knowledge of the Company, any of the its directors, officers or employees, has employed any broker, finder, investment banker or financial advisor or incurred any liability for any brokerage fee or commission, finder's fee or financial advisory fee, in connection with the transactions contemplated hereby, nor is there any basis known to the Company for any such fee or commission to be claimed by any person or entity.",brokers
"Brokers. Landlord shall pay the fee or commission of the broker or brokers identified in the Basic Lease Information (the “Broker”) in accordance with Landlord’s separate written agreement with the Broker, if any. Tenant warrants and represents to Landlord that in the negotiating or making of this Lease neither Tenant nor anyone acting on Tenant’s behalf has dealt with any broker or finder who might be entitled to a fee or commission for this Lease other than the Broker. Tenant shall indemnify and hold Landlord harmless from any claim or claims, including costs, expenses and attorney’s fees incurred by Landlord asserted by any other broker or finder for a fee or commission based upon any dealings with or statements made by Tenant or Tenant’s Representatives.",brokers
"Brokers. Each party represents and warrants that it has not dealt with any real estate brokers, agents, or finders in connection with this Lease, and knows of no real estate broker, agent or finder who is entitled to a commission in connection with this Lease (“Lease Commission”), except as follows: Mark Pearson of CRESA Partners, whose Lease Commission shall be paid by Landlord in accordance with Landlord’s standard commission policy. Each party agrees to defend, protect, indemnify and hold the other harmless from and against all claims for Lease Commissions, finder’s fees, and other compensation made by any other broker, agent, or finder as consequence of such parties’ actions or dealings with such other broker, agent or finder (other than Mark Pearson of CRESA Partners, in the case of Landlord or Tenant). The parties hereto acknowledge that Landlord will not pay an additional Lease Commission to Mark Pearson, CRESA Partners or to any other broker in the event (i) the original Term of this Lease is extended or the square footage leased hereunder is increased for any reason whatsoever, or (ii) Tenant exercises its Option to Lease adjacent property pursuant to Paragraph 47 (“Option to Lease Adjacent Property”).",brokers
