clause_text,clause_type
"Counterparts. This Agreement may be executed in any number of counterparts, and each such counterpart shall be deemed to be an original instrument, but all such counterparts together shall constitute but one agreement.",counterparts
"Counterparts. This Agreement may be executed in several counterparts, each of which shall be an original, but all of which together shall constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which when so executed and delivered shall be an original, but all of which shall together constitute one and the same instrument.",counterparts
Counterparts. This Agreement may be executed in any number of counterparts with the same effect as if all signatory parties had signed the same document. All counterparts shall be construed together and shall constitute one and the same instrument.,counterparts
"Counterparts. This Agreement may be signed in two or more counterparts, each of which shall be an original, with the same effect as if the signatures thereto and hereto were upon the same instrument.",counterparts
"Counterparts. This Agreement may be signed in counterparts (which may include counterparts delivered by any standard form of telecommunication), each of which shall be an original and all of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall be deemed to be one and the same agreement. A signed copy of this Agreement delivered by facsimile, e-mail or other means of electronic transmission shall be deemed to have the same legal effect as delivery of an original signed copy of this Agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts by the parties hereto on separate counterparts, each of which, when so executed and delivered, shall be deemed an original, but all such counterparts shall together constitute one and the same instrument.",counterparts
Counterparts. This Agreement may be executed in any number of counterparts and all of such counterparts shall together constitute one and the same instrument. Delivery of an executed counterpart of a signature page of this Agreement in Portable Document Format (PDF) or by facsimile transmission shall be effective as delivery of a manually executed original counterpart of this Agreement.,counterparts
"Counterparts. This Agreement may be executed simultaneously in two or more counterparts, none of which need contain the signatures of more than one party, but all such counterparts taken together shall constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in two or more identical counterparts, all of which shall be considered one and the same agreement and shall become effective when counterparts have been signed by each party and delivered to the other party; provided that a facsimile signature shall be considered due execution and shall be binding upon the signatory thereto with the same force and effect as if the signature were an original, not a facsimile signature.",counterparts
"Counterparts. This Agreement may be executed in separate counterparts, each of which is deemed to be an original and all of which taken together constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed an original, and all of which taken together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which will be deemed to be an original copy of this Agreement and all of which, when taken together, will be deemed to constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts and by the different parties hereto on separate counterparts, each of which when so executed and delivered shall be an original, but all of which shall together constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts and, if executed in more than one counterpart, the executed counterparts shall each be deemed to be an original but all such counterparts shall together constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in two or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. Delivery of an executed Agreement by one party to the other may be made by facsimile transmission.",counterparts
Counterparts. This Amendment may be executed in any number of counterparts and all of such counterparts taken together shall be deemed to constitute one and the same instrument.,counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, all of which when taken together shall be considered one and the same agreement and shall become effective when counterparts have been signed by each party and delivered to the other party, it being understood that both parties need not sign the same counterpart. In the event that any signature is delivered by facsimile transmission or any other form of electronic delivery, such signature shall create a valid and binding obligation of the party executing (or on whose behalf such signature is executed) with the same force and effect as if such signature page were an original thereof.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, and by the parties hereto in separate counterparts, each of which when executed and delivered shall be deemed to be an original and all of which taken together shall constitute one and the same instrument. Delivery of an executed counterpart of a signature page of this Agreement in Portable Document Format (PDF) or by facsimile transmission shall be as effective as delivery of a manually executed original counterpart of this Agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which when so executed and delivered shall be taken to be an original; but such counterparts shall together constitute one and the same document.",counterparts
"Counterparts. This Agreement may be executed in two (2) or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. Counterparts may be delivered via facsimile, electronic mail (including pdf or any electronic signature complying with the U.S. federal ESIGN Act of 2000, e.g., www.docusign.com) or other transmission method and any counterpart so delivered shall be deemed to have been duly and validly delivered and be valid and effective for all purposes.",counterparts
"Counterparts. This Agreement may be executed in multiple counterparts (including facsimile or PDF counterparts), each of which shall be deemed an original, and all of which together shall constitute the same instrument, but only one of which need be produced.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which shall be deemed an original as against any party whose signature appears thereon, and all of which together shall constitute one and the same instrument. This Agreement shall become binding when one or more counterparts hereof, individually or taken together, shall bear the signatures of all of the parties reflected hereon as the signatories. Photographic copies of such signed counterparts may be used in lieu of the originals for any purpose.",counterparts
"Counterparts. The Deposit Agreement may be executed in any number of counterparts, each of which shall be deemed an original and all of such counterparts together shall constitute one and the same agreement. Copies of the Deposit Agreement shall be maintained with the Depositary and shall be open to inspection by any Holder during business hours.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed to be an original.",counterparts
"Counterparts. This Agreement may be executed by one or more of the parties to this Agreement on any number of separate counterparts (including by telecopy), and all of said counterparts taken together shall be deemed to constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, all of which taken together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which shall be enforceable against the parties actually executing such counterparts, and all of which together shall constitute one instrument.",counterparts
"Counterparts. This Agreement may be executed in multiple counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. In making proof of this Agreement, it shall not be necessary to produce or account for more than one such counterpart.",counterparts
"Counterparts. The Indenture, through the Omnibus Instrument, may be executed in any number of counterparts, each of which counterparts shall be deemed to be an original, and all of which counterparts shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which shall be deemed to be an original, but such counterparts shall, together, constitute only one instrument.",counterparts
"Counterparts. This Indenture may be executed in several counterparts, each of which shall be an original and all of which shall constitute but one and the same instrument.",counterparts
Counterparts. This Agreement may be executed in separate counterparts each of which shall be an original and all of which taken together shall constitute one and the same agreement.,counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed an original but all of which shall constitute one and the same agreement and shall become effective when counterparts have been signed by each party and delivered to the other party.",counterparts
"Counterparts. This Amendment may be executed in one or more counterparts, each of which when so executed shall be deemed to be an original, but all of which when taken together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in two or more counterparts, each of which shall be deemed an original, and all of which shall constitute one and the same Agreement.",counterparts
"Counterparts. This Agreement may be executed in separate counterparts, any one of which need not contain signatures of more than one party, but all of which taken together will constitute one and the same Agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which when executed and delivered shall be deemed to be an original, and all of which when taken together shall constitute one and the same Agreement.",counterparts
"Counterparts. The parties may sign any number of copies of this Supplemental Indenture. Each signed copy shall be an original, but all of them together represent the same agreement. This Supplemental Indenture may be executed in multiple counterparts which, when taken together, shall constitute one instrument. The exchange of copies of this Supplemental Indenture and of signature pages by facsimile or PDF transmissions shall constitute effective execution and delivery of this Supplemental Indenture as to the parties hereto and may be used in lieu of the original Supplemental Indenture for all purposes. Signatures of the parties hereto transmitted by facsimile or PDF shall be deemed to be their original signatures for all purposes.",counterparts
"Counterparts. This Agreement may be executed by facsimile signature and in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which shall be an original but all of which together shall constitute one instrument. Each counterpart may consist of a number of copies hereof, each signed by less than all, but together signed by all, of the parties hereto.",counterparts
"Counterparts. This Agreement may be executed in two counterparts, each of which shall be deemed to be an original and both of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in counterparts, all of which shall be considered one and the same agreement and shall become effective when counterparts have been signed by each of the parties and delivered to the other parties, it being understood that all parties need not sign the same counterpart.",counterparts
"Counterparts. This Agreement may be executed in counterparts, and each counterpart shall have the same force and effect as an original and shall constitute an effective, binding agreement on the part of each of the undersigned.",counterparts
"Counterparts. This Agreement may be executed by one or more of the parties to this Agreement on any number of separate counterparts, and all of said counterparts taken together shall be deemed to constitute one and the same instrument. Delivery of an executed signature page of this Agreement by facsimile transmission shall be effective as delivery of a manually executed counterpart hereof. A set of the copies of this Agreement signed by all the parties shall be lodged with the Borrower and the Administrative Agent.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts and by the different parties hereto on separate counterparts, each of which when so executed and delivered shall be an original, but all of which shall together constitute one and the same instrument. A set of counterparts executed by all the parties hereto shall be lodged with the Borrower and the Administrative Agent.",counterparts
"Counterparts. This Agreement may be executed by the parties hereto in several counterparts, each of which shall be deemed to be an original and all of which shall constitute together but one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which shall be an original, but all of which together shall be deemed to constitute one instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts and by different parties on separate counterparts, each of which, when executed and delivered, is an original, and all taken together, constitute one Agreement.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, all of which taken together shall constitute one and the same Agreement.",counterparts
"Counterparts. This Instrument may be executed in one or more counterparts and by the different parties hereto on separate counterparts, each of which, when so executed, shall be deemed to be an original; such counterparts, together, shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall constitute an original.",counterparts
"Counterparts. This Agreement may be executed in multiple counterparts, each of which shall be deemed an original and all of which together shall constitute one instrument.",counterparts
"Counterparts. This Agreement may be executed in two or more identical counterparts, all of which shall be considered one and the same agreement and shall become effective when counterparts have been signed by each party and delivered to the other party. In the event any signature page is delivered by facsimile transmission, the party using such means of delivery shall cause four (4) additional original executed signature pages to be physically delivered to the other party within five (5) days of the execution and delivery hereof.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, all of which taken together shall constitute one instrument.",counterparts
"Counterparts. This Agreement may be executed by one or more of the parties to this Agreement on any number of separate counterparts (including by facsimile or other electronic transmission), and all of said counterparts taken together shall be deemed to constitute one and the same instrument. A set of the copies of this Agreement signed by all the parties shall be lodged with the Borrower and the Administrative Agent.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall for all purposes be deemed to be an original but all of which together shall constitute one and the same Agreement. Only one such counterpart signed by the party against whom enforceability is sought needs to be produced to evidence the existence of this Agreement.",counterparts
"Counterparts. This Amendment may be executed by one or more of the parties hereto on any number of separate counterparts, and all of said counterparts taken together shall be deemed to constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in counterparts (and by different parties hereto on different counterparts), each of which shall constitute an original but all of which when taken together shall constitute a single contract, and shall become effective as provided in Section 9.03. Delivery of an executed signature page to this Agreement by facsimile transmission shall be as effective as delivery of a manually signed counterpart of this Agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts and by different parties hereto in separate counterparts, each of which counterparts, when so executed and delivered, shall be deemed to be an original and all of which counterparts, taken together, shall constitute but one and the same Agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which when so executed shall be deemed to be an original and, all of which taken together shall constitute one and the same Agreement. In the event that any signature is delivered by facsimile transmission, such signature shall create a valid binding obligation of the party executing (or on whose behalf such signature is executed) the same with the same force and effect as if such facsimile signature were the original thereof.",counterparts
"Counterparts. This Amendment may be executed in any number of counterparts and by different parties hereto on separate counterparts, each of which when so executed and delivered shall be deemed to be an original, but all of which when taken together shall constitute a single instrument. Delivery of an executed counterpart of a signature page of this Amendment by facsimile or any other electronic transmission shall be effective as delivery of a manually executed counterpart hereof.",counterparts
"Counterparts. This Amendment may be executed in any number of counterparts, by different parties hereto in separate counterparts and by facsimile signature, each of which when so executed and delivered shall be deemed to be an original and all of which taken together shall constitute but one and the same agreement.",counterparts
"Counterparts. Each Finance Document may be executed in any number of counterparts, and this has the same effect as if the signatures on the counterparts were on a single copy of the Finance Document.",counterparts
"Counterparts. This Agreement may be executed in two or more counterparts, each of which shall constitute an original, but all of which, when taken together, shall constitute but one instrument, and shall become effective when one or more counterparts have been signed by each party hereto and delivered to the other parties.",counterparts
Counterparts. This Second Supplemental Indenture may be executed in any number of counterparts each of which shall be an original; but such counterparts shall together constitute but one and the same instrument.,counterparts
"Counterparts. This Agreement may be executed in counterparts, each of which shall be deemed an original.",counterparts
"Counterparts. This Agreement may be executed in counterparts, each of which shall be deemed to be an original, but all of which, taken together, shall constitute one and the same Agreement.",counterparts
"Counterparts. This Amendment may be executed in one or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in counterparts by the parties hereto, each of which shall constitute an original counterpart, and all of which, together, shall constitute one Agreement.",counterparts
"Counterparts. This Agreement may be executed by any one or more of the parties hereto in any number of counterparts, each of which shall be deemed to be an original, but all such counterparts shall together constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, and by the different parties hereto in separate counterparts, each of which when executed shall be deemed to be an original but all of which taken together shall constitute one and the same agreement. Delivery of an executed counterpart of a signature page to this Agreement by facsimile transmission or by e-mail of a pdf attachment shall be effective as delivery of a manually executed counterpart of this Agreement.",counterparts
"Counterparts. This Agreement and any amendments, waivers, consents or supplements hereto may be executed in any number of counterparts, and by different parties hereto in separate counterparts, each of which when so delivered shall be deemed an original, but all of which counterparts shall constitute but one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed simultaneously in two or more counterparts, each of which shall be deemed an original, and it shall not be necessary in making proof of this Agreement to produce or account for more than one such counterpart.",counterparts
"Counterparts. This Amendment may be executed in two or more counterparts, each of which shall be an original and all of which together shall constitute one instrument.",counterparts
"Counterparts. This Agreement may be executed in two or more ------------ counterparts, each of which shall be deemed to be an original, but all of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, and this has the same effect as if the signatures on the counterparts were on a single copy of this Agreement.",counterparts
"Counterparts. This Amendment may be executed in any number of counterparts and by the different parties on separate counterparts, and each such counterpart shall be deemed to be an original but all such counterparts shall together constitute one and the same Amendment.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts and each of such counterparts shall for all purposes be deemed to be an original, and all such counterparts shall together constitute but one and the same instrument. A signature to this Agreement transmitted electronically shall have the same authority, effect, and enforceability as an original signature.",counterparts
"Counterparts. This Amendment may be executed in two or more counterparts, each of which shall constitute an original, but all of which when taken together shall constitute but one instrument.",counterparts
"Counterparts. This Agreement may be executed by the parties hereto in separate counterparts, each of which when so executed and delivered shall be an original but all such counterparts together shall constitute one and the same instrument. Each counterpart may consist of two copies hereof each signed by one of the parties hereto.",counterparts
"Counterparts. For the purpose of facilitating the execution of this Agreement and for other purposes, this Agreement may be executed simultaneously in any number of counterparts, each of which counterparts shall be deemed to be an original, and all of which counterparts shall constitute but one and the same instrument.",counterparts
Counterparts. This Agreement may be signed by the parties in one or more counterparts which together shall constitute one and the same agreement among the parties.,counterparts
"Counterparts. This Agreement may be executed in multiple ------------ counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in several counterparts, each of which shall constitute an original and all of which, when taken together, shall constitute one agreement.",counterparts
"Counterparts. This Assignment Agreement may be executed in counterparts, each of which when so executed shall be deemed to be an original and all of which when taken together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in counterparts, all of which together shall constitute one agreement binding on all the parties hereto, notwithstanding that all such parties are not signatories to the original or the same counterpart. Each party shall become bound by this Agreement immediately upon affixing its signature hereto.",counterparts
"Counterparts. This Agreement may be executed in counterparts, each of which shall be deemed to be an original, and such counterparts shall constitute one and the same instrument.",counterparts
"Counterparts. This Amendment may be executed in any number of counterparts and by different parties and separate counterparts, each of which when so executed and delivered, shall be deemed an original, and all of which, when taken together, shall constitute one and the same instrument. Delivery of an executed counterpart of a signature page to this Amendment by telefacsimile shall be effective as delivery of a manually executed counterpart of this Amendment.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall for all purposes be deemed to be an original but all of which together shall constitute one and the same Agreement.",counterparts
"Counterparts. This Agreement may be executed in counterparts, all of which together shall constitute one agreement binding on all the parties hereto, notwithstanding that all such parties are not signatories to the original or the same counterpart.",counterparts
"Counterparts. This Indenture may be executed in any number of counterparts, each of which shall be an original, but such counterparts shall together constitute but one and the same instrument. The exchange of copies of this Indenture and of signature pages by facsimile or PDF transmission shall constitute effective execution and delivery of this Indenture as to the parties hereto and may be used in lieu of the original Indenture for all purposes. Signatures of the parties hereto transmitted by facsimile or PDF shall be deemed to be their original signatures for all purposes.",counterparts
"Counterparts. This Agreement may be executed in several counterparts, each of which shall be deemed to be an original copy and all of which together shall constitute one and the same instrument binding on all parties hereto, notwithstanding that all parties shall not have signed the same counterpart.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts and by different parties hereto in separate counterparts, each of which when so executed and delivered shall be deemed an original, but all such counterparts together shall constitute but one and the same instrument; signature pages may be detached from multiple separate counterparts and attached to a single counterpart so that all signature pages are physically attached to the same document.",counterparts
"Counterparts. This Agreement may be executed in two or more identical counterparts, all of which shall be considered one and the same agreement and shall become effective when counterparts have been signed by each party and delivered to the other party. In the event that any signature is delivered by facsimile transmission or by an e-mail which contains a portable document format (.pdf) file of an executed signature page, such signature page shall create a valid and binding obligation of the party executing (or on whose behalf such signature is executed) with the same force and effect as if such signature page were an original thereof.",counterparts
"Counterparts. This Agreement may be executed in multiple counterparts, each of which will be deemed an original, and all of which together will constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which when so executed and delivered shall be deemed an original, but all such counterparts together shall constitute but one and the same instrument. Delivery of an executed counterpart of a signature page of this Agreement by facsimile or in electronic format (i.e., “pdf” or “tif”) shall be effective as delivery of a manually executed counterpart of this Agreement.",counterparts
"Counterparts. This Declaration may contain more than one counterpart of the signature page and this Declaration may be executed by the affixing of the signature of each of the Trustees to one of such counterpart signature pages. All of such counterpart signature pages shall be read as though one, and they shall have the same force and effect as though all of the signers had signed a single signature page.",counterparts
"Counterparts. This Agreement may be executed in two counterparts, each of which shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed and delivered (including by facsimile transmission) in one or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed an original, but all of which together shall constitute a single agreement.",counterparts
"Counterparts. This Agreement may be executed in counterparts, each of which shall be deemed an original but all of which together will constitute one and the same instrument. Counterpart signature pages to this Agreement transmitted by facsimile transmission, by electronic mail in portable document format (.pdf), or by any other electronic means intended to preserve the original graphic and pictorial appearance of a document, will have the same effect as physical delivery of the paper document bearing an original signature.",counterparts
"Counterparts. This Agreement may be simultaneously executed in two counterparts, each of which shall be an original, and all of which shall constitute but one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed simultaneously in two or more counterparts, each of which shall be deemed an original.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which will be deemed an original, but all of which together shall constitute one instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts and by different parties on separate counterparts, each of which, when executed and delivered, shall be deemed to be an original, and all of which, when taken together, shall constitute but one and the same Agreement.",counterparts
"Counterparts. This Agreement may be executed in counterparts (including by facsimile or other electronic transmission), each of which shall be deemed to be an original, but all of which shall constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which will be an original, and all of which will together constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of separate counterparts, each of which shall collectively and separately constitute one agreement.",counterparts
"Counterparts. This Agreement may be executed in counterparts, each of which shall be deemed to be an original but all of which shall constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts (including via facsimile), each of which shall be deemed to be an original, but all of which together shall constitute one and the same instrument.",counterparts
"Counterparts. This Amendment may be executed by each of the parties hereto on any number of separate counterparts, each of which shall be an original and all of which taken together shall constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in multiple counterparts, each of which shall be deemed an original and all of which taken together shall be but a single instrument.",counterparts
"Counterparts. This Amendment may be executed in any number of counterparts and by different parties hereto in separate counterparts, each of which when so executed and delivered shall be deemed an original, but all such counterparts together shall constitute but one and the same contract. Delivery of an executed counterpart of a signature page of this Amendment by facsimile transmission shall be as effective as delivery of a manually executed counterpart hereof.",counterparts
"Counterparts. This Amendment may be executed in any number of counterparts, each of which when so executed shall be deemed an original but all such counterparts shall constitute one and the same instrument.",counterparts
"Counterparts. The parties hereto may sign one or more copies of this Supplemental Indenture in counterparts, all of which together shall constitute one and the same agreement.",counterparts
"Counterparts. This Agreement may be executed in two or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. The Agreement may be executed by facsimile signature.",counterparts
"Counterparts. This Agreement and any amendments hereto may be executed in any number of counterparts, each of which shall be deemed an original instrument, but all of which together shall constitute but one and the same agreement. Delivery of an executed counterpart of a signature page to this Agreement by facsimile shall be as effective as delivery of a manually executed counterpart of this Agreement.",counterparts
"Counterparts. This Agreement may be executed by one or more of the parties to this Agreement on any number of separate counterparts, and all of said counterparts taken together shall be deemed to constitute one and the same instrument. Delivery of an executed signature page of this Agreement by facsimile or other electronic transmission shall be effective as delivery of a manually executed counterpart hereof.",counterparts
"Counterparts. This Agreement may be executed simultaneously in two or more counterparts, any one of which need not contain the signatures of more than one party, but all such counterparts taken together will constitute one and the same Agreement. This Agreement, to the extent delivered by means of a facsimile machine or electronic mail (any such delivery, an “Electronic Delivery”), shall be treated in all manner and respects as an original agreement or instrument and shall be considered to have the same binding legal effect as if it were the original signed version thereof delivered in person. At the request of any party hereto, each other party hereto shall re-execute original forms hereof and deliver them in person to all other parties. No party hereto shall raise the use of Electronic Delivery to deliver a signature or the fact that any signature or agreement or instrument was transmitted or communicated through the use of Electronic Delivery as a defense to the formation of a contract, and each such party forever waives any such defense, except to the extent such defense related to lack of authenticity.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, each of which, when executed and delivered, shall be an original, but all counterparts shall together constitute one and the same instrument.",counterparts
"Counterparts. This Agreement may be executed in any number of counterparts, all of which taken together shall constitute one agreement, and any of the parties hereto may execute this Agreement by signing any such counterpart. This Agreement shall be effective when it has been executed by the Borrower, the Agent and the Lenders and each party has notified the Agent by facsimile transmission or telephone that it has taken such action.",counterparts
"Counterparts. To facilitate execution, this Agreement and any amendments, waivers, consents or supplements may be executed in any number of counterparts as may be convenient or required (which may be effectively delivered by facsimile, in portable document format (“PDF”) or other similar electronic means). It shall not be necessary that the signature of, or on behalf of, each party, or that the signature of all persons required to bind any party, appear on each counterpart. All counterparts shall collectively constitute a single document. It shall not be necessary in making proof of this document to produce or account for more than a single counterpart containing the respective signatures of, or on behalf of, each of the parties hereto.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, all of which shall be considered one and the same agreement and shall become effective when one or more counterparts have been signed by each of the parties and delivered to the other parties, it being understood that all parties need not sign the same counterpart. Delivery of an executed signature page to this Agreement by facsimile transmission shall be as effective as delivery of a manually signed counterpart of this Agreement.",counterparts
"Counterparts. This Agreement may be executed in one or more counterparts, each of which shall be deemed an original, but all of which shall constitute one and the same instrument. Delivery of an executed counterpart of a signature page of this Agreement by telecopy or other electronic means shall be effective as delivery of a manually executed counterpart of this Agreement.",counterparts
"Counterparts. This Agreement and any amendment hereof may be executed in several counterparts and by each party on a separate counterpart, each of which when so executed and delivered shall be an original, and all of which together shall constitute one instrument. In proving this Agreement it shall not be necessary to produce or account for more than one such counterpart signed by the party against whom enforcement is sought.",counterparts
"Counterparts. This Agreement may be executed in counterparts and each counterpart shall be deemed an original and all of which counterparts taken together shall have the same force and effect as an original and shall constitute an effective, binding agreement on the part of each of the undersigned. The counterparts of this Agreement may be executed and delivered by facsimile, photo, email PDF, Docusign/Echosign or a similarly accredited secure signature service, or other electronic transmission or signature. This Agreement may be executed in one or more counterparts, and counterparts may be exchanged by electronic transmission (including by email), each of which will be deemed an original, but all of which together constitute one and the same instrument.",counterparts
