clause_text,clause_type
"Maintenance of Properties. The Borrower will, and will cause each Subsidiary to, do all things necessary to maintain, preserve, protect and keep its Property in good repair, working order and condition, and make all necessary and proper repairs, renewals and replacements so that its business carried on in connection therewith may be properly conducted at all times.",maintenance-of-properties
"Maintenance of Properties. Except for such acts or failures to act as could not be reasonably expected to have a Material Adverse Effect, the Oil and Gas Properties (and Properties unitized therewith) of the Borrower and its Subsidiaries have been maintained, operated and developed in a good and workmanlike manner and in conformity with all Governmental Requirements and in conformity with the provisions of all leases, subleases or other contracts comprising a part of the Hydrocarbon Interests and other contracts and agreements forming a part of the Oil and Gas Properties of the Borrower and its Subsidiaries. Specifically in connection with the foregoing, except for those as could not be reasonably expected to have a Material Adverse Effect, (i) no Oil and Gas Property of the Borrower or any Subsidiary is subject to having allowable production reduced below the full and regular allowable (including the maximum permissible tolerance) because of any overproduction (whether or not the same was permissible at the time) and (ii) none of the wells comprising a part of the Oil and Gas Properties (or Properties unitized therewith) of the Borrower or any Subsidiary is deviated from the vertical more than the maximum permitted by Governmental Requirements, and such wells are, in fact, bottomed under and are producing from, and the well bores are wholly within, the Oil and Gas Properties (or in the case of wells located on Properties unitized therewith, such unitized Properties) of the Borrower or such Subsidiary. All pipelines, wells, gas processing plants, platforms and other material improvements, fixtures and equipment owned in whole or in part by the Borrower or any of its Subsidiaries that are necessary to conduct normal operations are being maintained in a state adequate to conduct normal operations, and with respect to such of the foregoing which are operated by the Borrower or any of its Subsidiaries, in a manner consistent with the Borrower’s or its Subsidiaries’ past practices (other than those the failure of which to maintain in accordance with this Section 7.17 could not reasonably be expected to have a Material Adverse Effect).",maintenance-of-properties
"Maintenance of Properties. Maintain and preserve all of its properties which are necessary or useful in the proper conduct to its business in good working order and condition, ordinary wear and tear excepted, and comply at all times with the provisions of all leases to which it is a party as lessee, so as to prevent any loss or forfeiture thereof or thereunder.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause its Significant Subsidiaries to, cause all material properties used or useful in the conduct of their businesses to be maintained and kept in good condition, repair and working order (ordinary wear and tear excepted) and supplied with all necessary equipment and cause to be made all necessary repairs, renewals, replacements, betterments and improvements thereof, all as in the judgment of the Borrower and its Significant Subsidiaries may be necessary so that the businesses carried on in connection therewith may be properly and advantageously conducted at all times; provided, however, that nothing in this section shall prevent the Borrower or any of its Subsidiaries from discontinuing the operation and maintenance of any of its properties if such discontinuance is, in the judgment of the Borrower or such Subsidiary, desirable in the conduct of its or their business and which could not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Maintain, keep, and preserve, and cause each Subsidiary to maintain, keep, and preserve, all of its properties (tangible and intangible) necessary or useful in the proper conduct of its business in good working order and condition, ordinary wear and tear excepted.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause each of its Subsidiaries to, maintain, preserve, protect and keep its properties in good repair, working order and condition, and make necessary and proper repairs, renewals and replacements so that its business carried on in connection therewith may be properly conducted at all times unless the Borrower determines in good faith that the continued maintenance of any of its properties is no longer economically desirable.",maintenance-of-properties
"Maintenance of Properties. (a) The Borrower will keep and maintain the Collateral, the other collateral covered by the Security Documents and all of its other properties necessary or useful in its business in good condition, repair and working order (normal wear and tear excepted) and will from time to time replace or repair any worn, defective or broken parts; provided, however, that nothing in this Section 6.6 shall prevent the Borrower from discontinuing the operation and maintenance of any of its properties if such discontinuance is, in the Lender's judgment, desirable in the conduct of the Borrower's business and not disadvantageous in any material respect to the Lender.",maintenance-of-properties
"Maintenance of Properties. Each Loan Party will, and will cause each of its Subsidiaries to, maintain and preserve all of its assets that are necessary or useful in the proper conduct of its business in good working order and condition, ordinary wear, tear, casualty, and condemnation and Permitted Dispositions excepted (and except where the failure to so maintain and preserve assets could not reasonably be expected to result in a Material Adverse Effect).",maintenance-of-properties
"Maintenance of Properties. Each of the Parent and the Borrower shall, and shall cause each other Company to (a) maintain, preserve and protect all of its material properties and equipment necessary in the operation of its business in good working order and condition except to the extent the failure to do so would not result in a Material Adverse Effect; (b) make all necessary repairs thereto and renewals and replacements thereof except where the failure to do so would not have a Material Adverse Effect; (c) use the standard of care typical in the industry in the operation and maintenance of its (i) Unencumbered Properties, and, (ii) as to its other Properties except where the failure to do so would not have a Material Adverse Effect; and (d) keep the Unencumbered Properties in good order, repair, operating condition, and appearance, causing all necessary repairs, renewals, replacements, additions, and improvements to be promptly made, and not allow any of the Unencumbered Properties to be misused, abused or wasted or to deteriorate (ordinary wear and tear excepted) except where the failure to do so would not have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Maintain and preserve all of its assets that are necessary or useful in the proper conduct of its business in good working order and condition, ordinary wear, tear and casualty excepted and Permitted Dispositions excepted (and except where the failure to so maintain and preserve such assets could not reasonably be expected to result in a Material Adverse Change), and comply with the material provisions of all material leases to which it is a party as lessee, so as to prevent the loss or forfeiture thereof, unless such provisions are the subject of a Permitted Protest.",maintenance-of-properties
"Maintenance of Properties. Each Loan Party will, and will cause each Subsidiary to (a) at all times maintain and preserve all material property necessary to the normal conduct of its business in good repair, working order and condition, ordinary wear and tear excepted and casualty or condemnation excepted and (b) make, or cause to be made, all needful and proper repairs, renewals, additions, improvements and replacements thereto as necessary in accordance with prudent industry practice in order that the business carried on in connection therewith, if any, may be properly conducted at all times, except, in each case, where the failure to do so, individually or in the aggregate, would not reasonably be expected to result in a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause each of its Subsidiaries to, maintain or cause to be maintained in good repair, working order and condition, ordinary wear and tear and casualty and condemnation excepted, all tangible property reasonably necessary to the normal conduct of business of the Borrower and its Subsidiaries and from time to time will make or cause to be made all needed and appropriate repairs, renewals and replacements thereof except as expressly permitted by this Agreement or where the failure to maintain such properties or make such repairs, renewals or replacements could not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Borrower shall maintain, keep and preserve, and cause each Subsidiary to maintain, keep and preserve, all of its material properties (tangible and intangible) necessary or used in the proper conduct of its business in good working order and condition, ordinary wear and tear excepted, and shall cause to be made all repairs, renewals, replacements, betterments and improvements thereof, all as in the sole judgment of Borrower may be reasonably necessary so that the business carried on in connection therewith may be properly and advantageously conducted at all times.",maintenance-of-properties
"Maintenance of Properties. Borrower will, and will cause each of its Subsidiaries to, do all things necessary to (a) maintain, preserve, protect and keep its Property in good repair, working order and condition, and make all necessary and proper repairs, renewals and replacements so that its business carried on in connection therewith may be properly conducted at all times, where failure to do so could reasonably be expected to have a Material Adverse Effect; and (b) keep proper books and records in which full and correct entries shall be made of all material financial transactions of Borrower and its Subsidiaries.",maintenance-of-properties
"Maintenance of Properties. Maintain its properties used or useful in the conduct of its business in good condition, repair and working order, and supplied with all necessary equipment, and make all necessary repairs, renewals, replacements, betterments and improvements thereto, all as may be necessary so that the business carried on in connection therewith may be properly and advantageously conducted at all times.",maintenance-of-properties
"Maintenance of Properties. Maintain, preserve and protect all of their respective Properties in good order and condition, subject to wear and tear in the ordinary course of business, and not permit any waste of their respective Properties, except (a) that the failure to maintain, preserve and protect a particular item of Property that is at the end of its useful life or that is not of significant value, either intrinsically or to the operations of Borrower and Subsidiaries, taken as a whole, shall not constitute a violation of this covenant, and (b) this covenant shall not be construed to prohibit any Disposition otherwise permitted pursuant to Section 6.3.",maintenance-of-properties
"Maintenance of Properties. The Company will, and will cause each of its Restricted Subsidiaries to, maintain or cause to be maintained in good repair, working order and condition, ordinary wear and tear and casualty events or accidents or force majeure events excepted, all material tangible properties used or useful in the business of the Company and its Restricted Subsidiaries and from time to time will make or cause to be made all appropriate repairs, renewals and replacements thereof, except where the failure to do so could not reasonably be expected to result in a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Company shall, and shall cause each Subsidiary to, maintain, preserve and keep its property and equipment in good repair, working order and condition (ordinary wear and tear excepted) and shall from time to time make all needful and proper repairs, renewals, replacements, additions and betterments thereto so that at all times the efficiency thereof shall by fully preserved and maintained, except in each case to the extent that, in the reasonable business judgment of such Person, any such property or equipment is no longer necessary for the proper conduct of the business of such Person.",maintenance-of-properties
"Maintenance of Properties. Borrower will, and will cause each of its Subsidiaries to, maintain and preserve all of its assets that are necessary or useful in the proper conduct of its business in good working order and condition, ordinary wear, tear, casualty, and condemnation and Permitted Dispositions excepted.",maintenance-of-properties
"Maintenance of Properties. Cause itself, each Loan Party and each of its Subsidiaries to (a) maintain, preserve and protect all of its material properties and equipment necessary in the operation of its business in good working order and condition, ordinary wear and tear and casualty and condemnation excepted; and (b) make all necessary repairs thereto and renewals and replacements thereof, except, in the case of each of clauses (a) and (b) hereof, where the failure to do so could not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Each Restricted Person will maintain, preserve, protect, and keep all Collateral and all other property used or useful in the conduct of its business in good condition and in compliance with all applicable Laws, and will from time to time make all repairs, renewals and replacements needed to enable the business and operations carried on in connection therewith to be promptly and advantageously conducted at all times.",maintenance-of-properties
"Maintenance of Properties. Each Loan Party will, and each Loan Party will cause each of its Subsidiaries (excluding the Excluded Entities) to, except as could not, either individually or in the aggregate, reasonably be expected to result in a Material Adverse Effect, (a) maintain or cause to be maintained in reasonably good repair, working order and condition, ordinary wear and tear, casualty and condemnation excepted, all properties used or useful in the business of the Loan Parties and their Subsidiaries (excluding the Excluded Entities) and from time to time will make or cause to be made all reasonably appropriate repairs, renewals, and replacements thereof and (b) comply at all times with the provisions of all material leases to which it is a party as lessee or under which it occupies property, so as to prevent any loss or forfeiture thereof or thereunder.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause each of its Subsidiaries to, keep and maintain all property material to the conduct of its business in good working order and condition, ordinary wear and tear excepted, except where the failure to do so, individually or in the aggregate, could not reasonably be expected to result in a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Company shall cause all properties used or useful in the conduct of its business and the business of each of its Subsidiaries to be maintained and kept in good condition, repair and working order (reasonable wear and tear excepted) and supplied with all necessary equipment and shall cause to be made all necessary repairs, renewals, replacements, betterments and improvements thereof, all as in their reasonable judgment may be necessary, so that the business carried on in connection therewith may be properly conducted at all times, except where the failure to do so would not, individually or in the aggregate, have a material adverse effect on the current or future financial position, stockholders’ equity or results of operations of the Company and its Subsidiaries; provided, however, that nothing in this Section 6.4 shall prevent the Company from discontinuing any operation or maintenance of any of such properties, or disposing of any of them, if such discontinuance or disposal is (i) in the judgment of the Board of Directors of the Company, desirable in the conduct of the business of the Company and (ii) not materially adverse to the Holders.",maintenance-of-properties
"Maintenance of Properties. To make any repairs, renewals, or replacements to keep the Borrower's properties in good working condition.",maintenance-of-properties
"Maintenance of Properties. The Company will cause all of its material properties used or useful in the conduct of its business or the business of any Subsidiary to be maintained and kept in good condition, repair and working order, normal wear and tear, casualty and condemnation excepted, and supplied with all necessary equipment and will cause to be made all necessary repairs, renewals, replacements, betterments and improvements thereof (and the Company may take out of service for a period of time, any of its properties that have been condemned or suffered any loss due to casualty in order to make such repairs, betterments and improvements), all as in the judgment of the Company may be necessary so that the business carried on in connection therewith may be properly and advantageously conducted at all times; provided, however, that the Company and its Subsidiaries shall not be prevented from (i) removing permanently any property that has been condemned or suffered a loss due to casualty based on the Company’s reasonable judgment that such removal is in the best interest of the Company, or (ii) selling or otherwise disposing of their properties for value in the ordinary course of business.",maintenance-of-properties
"Maintenance of Properties. Each Borrower will, and will cause each of its Consolidated Subsidiaries to, cause its properties used or useful in the conduct of its business and which are material to the Business of such Borrower and its Consolidated Subsidiaries taken as a whole to be maintained and kept in good condition, repair, and working order and supplied with all necessary equipment, ordinary wear and tear excepted; provided that nothing in this Section 6.4.3 shall prevent such Borrower or any of its Consolidated Subsidiaries from discontinuing the operation and maintenance of any properties if such discontinuance (i) is, in the judgment of the Company or such Subsidiary, desirable in the conduct of its business, and (ii) does not have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Borrower shall, and shall cause each of its Subsidiaries to, maintain or cause to be maintained in good repair, working order and condition the properties now or hereafter owned, leased or otherwise possessed by it and shall make or cause to be made all needful and proper repairs, renewals, replacements and improvements thereto so that the business carried on in connection therewith may be properly and advantageously conducted at all times.",maintenance-of-properties
"Maintenance of Properties. Each of Holdings and the Borrower will, and will cause each of the Subsidiaries to, keep and maintain all property material to the conduct of the business of Holdings, the Borrower and the Subsidiaries, taken as a whole, in good working order and condition, ordinary wear and tear excepted.",maintenance-of-properties
"Maintenance of Properties. The Company shall cause (or, with respect to property owned in common with others, make reasonable effort to cause) the Mortgaged Property, as an operating system or systems, to be maintained and kept in good condition, repair and working order and shall cause (or, with respect to property owned in common with others, make reasonable effort to cause) to be made such repairs, renewals, replacements, betterments and improvements thereof, as, in the judgment of the Company, may be necessary in order that the operation of the Mortgaged Property, considered as an operating system or systems, may be conducted in accordance with common industry practice; provided, however, that nothing in this Section shall prevent the Company from discontinuing, or causing the discontinuance of, the operation and maintenance of any of its properties if such discontinuance is, in the judgment of the Company, desirable in the conduct of its business.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause each of its Subsidiaries to, do all things necessary to maintain, preserve, protect and keep their respective Projects and Properties, reasonably necessary for the continuous operation of the Projects, in good repair, working order and condition, ordinary wear and tear excepted.",maintenance-of-properties
"Maintenance of Properties. Each of the Borrower and the Subsidiaries will maintain, preserve, protect and keep its and their respective properties in good repair, working order and condition (ordinary wear and tear excepted), and make necessary repairs, renewals and replacements so that the business carried on by the Borrower or any of the Subsidiaries may be properly conducted at all times, unless the Borrower or any of the Subsidiaries determines in good faith that the continued maintenance of such property is no longer economically desirable, necessary or useful to the business of the Borrower or any of the Subsidiaries or the Disposition of such property is otherwise permitted by Section 8.7 or Section 8.8.",maintenance-of-properties
"Maintenance of Properties. (a) Keep its properties in such repair, working order and condition, and shall from time to time make such repairs, replacements, additions and improvements thereto, as are reasonably necessary for the efficient operation of its business and shall comply at all times in all material respects with all material franchises, licenses and leases to which it is party so as to prevent any loss or forfeiture thereof or thereunder, except where (i) compliance is at the time being contested in good faith by appropriate proceedings and (ii) failure to comply with the provisions being contested has not resulted, and which, in the aggregate, could not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Except as could not reasonably be expected to have a Materially Adverse Effect, the Borrower will maintain, and will cause each of its Subsidiaries to maintain, or cause to be maintained in the ordinary course of business in good repair, working order, and condition, ordinary wear and tear excepted, all properties used or useful in its business (whether owned or held under lease), and from time to time to make or cause to be made all needed and appropriate repairs, renewals, replacements, additions, betterments, and improvements thereto.",maintenance-of-properties
"Maintenance of Properties. (a) Maintain, preserve and protect all of its material properties and equipment necessary in the operation of its business in good working order and condition, ordinary wear and tear and Involuntary Dispositions excepted; (b) make all necessary repairs thereto and renewals and replacements thereof; and (c) use the standard of care typical in the industry in the operation and maintenance of its facilities.",maintenance-of-properties
"Maintenance of Properties. The Issuer and the Company shall cause all of their material properties used or useful in the conduct of its business or the business of any Subsidiary to be maintained and kept in good condition, repair and working order, casualty and condemnation excepted (and the Issuer and the Company may take out of service for a period of time, any of their properties that have been condemned or suffered any loss due to casualty in order to make such repairs, betterments and improvements), all as in the judgment of the Issuer and the Company may be necessary so that the business carried on in connection therewith may be properly and advantageously conducted at all times; provided, however, notwithstanding anything herein to the contrary, (i) the Issuer and the Company may discontinue the maintenance of any of such properties if such discontinuance is, in the judgment of the Issuer and the Company, desirable in the conduct of its business or the business of any Consolidated Subsidiary and not disadvantageous in any material respect to the Holders, and (ii) the Issuer and the Company and their Subsidiaries may sell or otherwise dispose of any of their properties for value in the ordinary course of business.",maintenance-of-properties
"Maintenance of Properties. Borrower shall, and shall cause each of its Subsidiaries to, maintain, keep, and preserve all of its Properties (tangible and intangible) necessary or useful in the proper conduct of its business in good working order and condition.",maintenance-of-properties
"Maintenance of Properties. Such Obligor will and the Company will cause each of its Subsidiaries to, maintain and keep, or cause to be maintained and kept, their respective Properties in good repair, working order and condition (other than ordinary wear and tear), so that the business carried on in connection therewith may be properly conducted at all times; provided that this Section 9.3 shall not prevent such Obligor or any Subsidiary from discontinuing the operation and the maintenance of any of its Properties if such discontinuance is desirable in the conduct of its business and such Obligor has concluded that such discontinuance could not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Company shall and shall cause its subsidiaries to, keep each of its properties necessary to the conduct of its business in good repair, working order and condition, reasonable wear and tear excepted, and from time to time make all needful and proper repairs, renewals, replacements, additions and improvements thereto; and the Company shall and shall cause its subsidiaries to at all times comply with each material provision of all material leases to which it is a party or under which it occupies property.",maintenance-of-properties
"Maintenance of Properties. The Borrower will keep all property useful and necessary in its businesses in good working order and condition, subject to ordinary wear and tear, unless the Borrower determines in good faith that the continued maintenance of any of such properties is no longer economically desirable and so long as the failure to so maintain such properties would not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Parent Guarantor shall cause all properties owned by it or any Restricted Subsidiary or used or held for use in the conduct of its business or the business of any Restricted Subsidiary to be maintained and kept in good condition, repair and working order and supplied with all necessary equipment and shall cause to be made all necessary repairs, renewals, replacements, betterments and improvements thereof, all as in the judgment of the Parent Guarantor may be necessary so that the business carried on in connection therewith may be properly and advantageously conducted at all times; provided that nothing in this Section 4.03 shall prevent the Parent Guarantor from discontinuing the maintenance of any such properties if such discontinuance is, in the judgment of the Parent Guarantor, desirable in the conduct of the business of the Issuers, the Parent Guarantor and the Restricted Subsidiaries as a whole and not disadvantageous in any material respect to the Holders.",maintenance-of-properties
"Maintenance of Properties. The Company shall cause all material properties owned by or leased to it or any Restricted Subsidiary and necessary in the conduct of its business or the business of such Restricted Subsidiary to be maintained and kept in normal condition, repair and working order, ordinary wear and tear excepted; provided that nothing in this Section 1006 shall prevent the Company or any Restricted Subsidiary from discontinuing the use, operation or maintenance of any of such properties, or disposing of any of them, if such discontinuance or disposal is, in the judgment of the Board of Directors or the board of directors of the Restricted Subsidiary concerned, or of any officer (or other agent employed by the Company or any Restricted Subsidiary) of the Company or such Restricted Subsidiary having managerial responsibility for any such property, desirable in the conduct of the business of the Company or any Restricted Subsidiary of the Company and if such discontinuance or disposal is not adverse in any material respect to the Holders. The Company shall provide or cause to be provided, for itself and any Restricted Subsidiaries, insurance (including appropriate self-insurance) against loss or damage of the kinds customarily insured against by corporations similarly situated and owning like properties in the same general areas in which the Company or such Restricted Subsidiaries operate.",maintenance-of-properties
"Maintenance of Properties. The Guarantor will, and will cause each of its Subsidiaries to, maintain and keep in good condition, repair and working order (normal wear and tear excepted) all properties used or useful in the conduct of its or its Subsidiaries businesses, and will, and will cause each of its Subsidiaries to, make all necessary repairs, renewals, replacements and improvements thereof, all as in the judgment of the Guarantor shall be necessary properly to conduct at all times the business carried on in connection therewith; provided, that this Section 8(c) shall not require the Guarantor to maintain or cause any Subsidiary thereof to maintain any of such properties if the failure to maintain such properties does not, and will not, have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Each Account Party will, and will cause each of its Subsidiaries to, maintain or cause to be maintained in good repair, working order and condition the properties now or hereafter owned, leased or otherwise possessed by and used or useful in its business and will make or cause to be made all needful and proper repairs, renewals, replacements and improvements thereto so that the business carried on in connection therewith may be properly conducted at all times except if the failure to do so would not have a Material Adverse Effect, provided, however, that the foregoing shall not impose on such Account Party or any Subsidiary of such Account Party any obligation in respect of any property leased by such Account Party or such Subsidiary in addition to such Account Party’s obligations under the applicable document creating such Account Party’s or such Subsidiary’s lease or tenancy.",maintenance-of-properties
"Maintenance of Properties. The Company will, and will cause each of its Subsidiaries to, maintain and keep, or cause to be maintained and kept, their respective properties in good repair, working order and condition (other than ordinary wear and tear), so that the business carried on in connection therewith may be properly conducted at all times, except where the failure to do so could not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Maintain and preserve, and cause each of its Subsidiaries to maintain and preserve, all of its properties (except such properties the failure of which to maintain or preserve would not have, individually or in the aggregate, a Material Adverse Effect with respect to such Borrower) that are used or that are useful in the conduct of its business in good working order and condition, ordinary wear and tear excepted, and in accordance with prudent industry practices applicable to the industry of such Borrower, in all material respects, and (subject to subsection (b) above) Applicable Law it being understood that this covenant relates only to the good working order and condition of such properties and shall not be construed as a covenant of such Borrower or any of its Subsidiaries not to dispose of such properties by sale, lease, transfer or otherwise.",maintenance-of-properties
"Maintenance of Properties. Each Restricted Person will maintain, preserve, protect, and keep all property used or useful in the conduct of its business in good condition, and will from time to time make all repairs, renewals and replacements needed to enable the business and operations carried on in connection therewith to be promptly and advantageously conducted at all times except to the extent failure to do so would not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause each of the Subsidiaries to, keep and maintain all its property in good working order and condition, ordinary wear and tear excepted, except to the extent any failure to do so would not, individually or in the aggregate, be materially likely to result in a Material Adverse Change (it being understood that the foregoing shall not prohibit any sale of any assets permitted by Section 6.04).",maintenance-of-properties
"Maintenance of Properties. The Company will, and will cause each of its Designated Subsidiaries to, keep and maintain all property material to the conduct of its business in good working order and condition (ordinary wear and tear excepted) and make all necessary repairs thereto and renewals and replacements thereof, except, in each case, to the extent that failure to do so could not be reasonably expected to result in a Material Adverse Change.",maintenance-of-properties
"Maintenance of Properties. Holdings will, and will cause each of its Subsidiaries to, maintain, preserve, protect and keep its and their respective properties in good repair, working order and condition (ordinary wear and tear excepted), and make necessary repairs, renewals and replacements so that the business carried on by Holdings and its Subsidiaries may be properly conducted at all times, unless Holdings or such Subsidiary determines in good faith that the continued maintenance of such property is no longer economically desirable, necessary or useful to the business of Holdings or any of its Subsidiaries or the Disposition of such property is otherwise permitted by Section 7.2.10 or 7.2.11.",maintenance-of-properties
"Maintenance of Properties. Borrower shall, and shall cause each Subsidiary to, maintain, preserve, and keep its property, plant, and equipment in good repair, working order and condition (ordinary wear and tear excepted), and shall from time to time make all needful and proper repairs, renewals, replacements, additions, and betterments thereto so that at all times the efficiency thereof shall be fully preserved and maintained, in each case except where the failure to do so could not reasonably be expected to have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. (a) Except to the extent that the failure to do so could not reasonably be expected to have a Material Adverse Effect, maintain, preserve and protect all of its material properties and equipment necessary in the operation of its business in good working order and condition, ordinary wear and tear excepted.",maintenance-of-properties
"Maintenance of Properties. The Company shall, and shall cause each of its Material Subsidiaries to, cause all of its Properties (other than any Aircraft that constitutes Collateral subject to the Mortgaged Aircraft Operating Agreement) used or useful in the conduct of its business to be maintained and kept in good condition, repair, and working order, and supplied with all necessary equipment, and cause to be made all necessary repairs, renewals, replacements, betterments, and improvements thereof, all as in the judgment of the Company may be necessary so that the business carried on in connection therewith may be properly conducted at all times.",maintenance-of-properties
"Maintenance of Properties. Maintain, preserve and protect all of its material properties and equipment necessary in the operation of its business in good order and condition, subject to wear and tear in the ordinary course of business, and not permit any waste of its properties.",maintenance-of-properties
"Maintenance of Properties. The Borrower will, and will cause each of the Restricted Subsidiaries to, except in each case, where the failure to so comply would not reasonably be expected to result in a Material Adverse Effect:",maintenance-of-properties
"Maintenance of Properties. The Company will maintain, preserve, protect and keep its properties in good repair, working order and condition (ordinary wear and tear and obsolescence or consideration excepted), and make necessary and proper repairs, renewals and replacements so that its business carried on in connection therewith may be properly conducted at all times consistent with past practices of the Company.",maintenance-of-properties
"Maintenance of Properties. (a) Maintain, preserve and protect all of its material properties and equipment necessary in the operation of its business in good working order, repair and condition, ordinary wear and tear excepted and casualty or condemnation excepted, and (b) make all necessary renewals, replacements, modifications, improvements, upgrades, extensions and additions thereof or thereto in accordance with prudent industry practice.",maintenance-of-properties
"Maintenance of Properties. The Company will maintain and keep its properties and every part thereof in such repair, working order and condition, and make or cause to be made all such needful and proper repairs, renewals and replacements thereto, as in the judgment of the Company are necessary in the interests of the Company; provided, however, that nothing contained in this Section shall prevent the Company from selling, abandoning or otherwise disposing of any of its properties or discontinuing a part of its business from time to time if, in the judgment of the Company, such sale, abandonment, disposition or discontinuance is advisable and does not materially adversely affect the interests or business of the Company.",maintenance-of-properties
"Maintenance of Properties. Maintain and preserve, and, in the case of the Company, cause each other Credit Related Party to maintain and preserve, all of its properties that are used in the conduct of its business in good working order and condition, ordinary wear and tear excepted, to the extent that any failure to do so would have a Material Adverse Effect.",maintenance-of-properties
"Maintenance of Properties. Maintain and preserve all of its ------------------------- properties and assets, necessary or useful in the proper conduct of its business, in good repair, working order and condition, ordinary wear and tear excepted.",maintenance-of-properties
